0,1,2,3,4,5,6,7,8
AAB,CCC,CCB,BBB,BCC,BBB,BBB,BAA,BBB
ABB,CCC,CBC,BBA,CCC,BBB,BBA,AAA,BBB
BBA,CCC,BCC,BAA,CCC,BBB,BAA,AAA,BBB
BAB,CCC,CCC,AAB,CCC,BBB,AAA,AAA,BBA
ABB,CCC,CCC,ABA,CCB,BBB,AAA,AAB,BAA
BBA,CCC,CCB,BAB,CBB,BBA,AAB,ABB,AAA
BAC,CCC,CBC,ABB,BBB,BAB,ABB,BBB,AAB
ACC,CCC,BCC,BBB,BBB,ABB,BBB,BBB,ABC
CCC,CCC,CCB,BBC,BBB,BBB,BBB,BBB,BCB
CCC,CCC,CBA,BCC,BBA,BBB,BBB,BBC,CBA
CCC,CCC,BAA,CCB,BAA,BBC,BBB,BCC,BAA
CCB,CCC,AAB,CBC,AAA,BCC,BBC,CCC,AAB
CBB,CCC,ABB,BCB,AAB,CCB,BCB,CCC,ABB
BBB,CCC,BBB,CBB,ABA,CBB,CBB,CCC,BBB
BBB,CCC,BBB,BBB,BAB,BBB,BBC,CCC,BBB
BBB,CCC,BBB,BBA,ABA,BBC,BCC,CCB,BBA
BBA,CCC,BBC,BAB,BAB,BCB,CCA,CBA,BAA
BAA,CCC,BCC,ABB,ABB,CBC,CAB,BAA,AAB
AAA,CCC,CCC,BBB,BBB,BCC,ABA,AAA,ABC
AAB,CCC,CCB,BBC,BBC,CCB,BAA,AAB,BCB
ABB,CCC,CBB,BCB,BCB,CBB,AAA,ABB,CBA
BBB,CCC,BBB,CBB,CBC,BBB,AAA,BBB,BAB
BBA,CCC,BBB,BBB,BCB,BBB,AAB,BBB,ABA
BAA,CCC,BBB,BBA,CBC,BBB,ABB,BBA,BAA
AAB,CCC,BBC,BAB,BCB,BBB,BBB,BAB,AAA
ABB,CCC,BCB,ABA,CBB,BBB,BBC,ABB,AAA
BBB,CCC,CBC,BAC,BBA,BBA,BCC,BBC,AAB
BBC,CCC,BCC,ACC,BAB,BAA,CCC,BCC,ABB
BCC,CCC,CCB,CCC,ABA,AAA,CCB,CCC,BBB
CCA,CCC,CBB,CCB,BAA,AAA,CBB,CCC,BBB
CAC,CCC,BBB,CBB,AAA,AAB,BBB,CCC,BBB
ACB,CCC,BBB,BBC,AAA,ABB,BBB,CCC,BBB
CBB,CCC,BBB,BCC,AAA,BBB,BBC,CCB,BBB
BBB,CCC,BBB,CCC,AAB,BBB,BCC,CBB,BBB
BBA,CCC,BBA,CCB,ABB,BBB,CCC,BBB,BBC
BAB,CCC,BAC,CBB,BBB,BBC,CCB,BBB,BCC
ABB,CCC,ACC,BBA,BBB,BCC,CBB,BBB,CCC
BBB,CCC,CCC,BAA,BBB,CCC,BBA,BBA,CCC
BBB,CCC,CCC,AAB,BBC,CCB,BAA,BAB,CCC
BBB,CCC,CCC,ABB,BCC,CBB,AAB,ABB,CCC
BBB,CCC,CCB,BBB,CCB,BBA,ABA,BBB,CCB
BBB,CCC,CBB,BBB,CBB,BAA,BAA,BBA,CBC
BBB,CCC,BBB,BBB,BBA,AAA,AAA,BAC,BCB
BBB,CCC,BBC,BBA,BAB,AAB,AAA,ACC,CBB
BBA,CCC,BCC,BAA,ABA,ABA,AAB,CCB,BBA
BAA,CCC,CCB,AAB,BAB,BAA,ABA,CBB,BAA
AAB,CCC,CBB,ABA,ABC,AAB,BAA,BBB,AAB
ABB,CCC,BBB,BAB,BCB,ABA,AAB,BBB,ABB
BBB,CCC,BBC,ABA,CBB,BAC,ABB,BBB,BBC
BBB,CCC,BCB,BAA,BBB,ACB,BBB,BBB,BCB
BBC,CCC,CBC,AAB,BBC,CBC,BBC,BBB,CBB
BCC,CCC,BCB,ABC,BCC,BCB,BCC,BBB,BBB
CCB,CCC,CBC,BCB,CCC,CBC,CCC,BBC,BBB
CBB,CCC,BCB,CBA,CCB,BCB,CCC,BCA,BBB
BBB,CCC,CBB,BAA,CBB,CBB,CCC,CAA,BBB
BBB,CCC,BBB,AAA,BBB,BBB,CCB,AAB,BBB
BBA,CCC,BBB,AAC,BBB,BBB,CBB,ABA,BBC
BAA,CCC,BBC,ACC,BBB,BBC,BBB,BAA,BCC
AAA,CCC,BCC,CCC,BBB,BCC,BBA,AAB,CCC
AAB,CCC,CCC,CCC,BBC,CCB,BAA,ABB,CCC
ABB,CCC,CCC,CCB,BCB,CBB,AAB,BBB,CCC
BBA,CCC,CCB,CBB,CBB,BBC,ABC,BBB,CCB
BAB,CCC,CBC,BBB,BBC,BCC,BCB,BBC,CBC
ABB,CCC,BCB,BBB,BCA,CCB,CBB,BCB,BCC
BBC,CCC,CBB,BBB,CAA,CBC,BBB,CBB,CCB
BCB,CCC,BBA,BBC,AAA,BCC,BBB,BBB,CBB
CBB,CCC,BAA,BCC,AAA,CCC,BBB,BBB,BBB
BBB,CCC,AAB,CCB,AAA,CCB,BBB,BBA,BBA
BBC,CCC,ABA,CBA,AAB,CBA,BBA,BAA,BAC
BCB,CCC,BAB,BAA,ABB,BAB,BAA,AAB,ACC
CBB,CCC,ABB,AAA,BBB,ABB,AAA,ABB,CCB
BBC,CCC,BBB,AAB,BBB,BBB,AAB,BBB,CBB
BCA,CCC,BBB,ABB,BBB,BBC,ABB,BBB,BBC
CAC,CCC,BBB,BBB,BBB,BCB,BBB,BBC,BCB
ACC,CCC,BBB,BBB,BBA,CBC,BBB,BCC,CBA
CCC,CCC,BBB,BBB,BAA,BCB,BBA,CCC,BAA
CCC,CCC,BBA,BBB,AAA,CBB,BAB,CCC,AAA
CCA,CCC,BAB,BBB,AAA,BBB,ABC,CCC,AAA
CAB,CCC,ABB,BBC,AAA,BBB,BCA,CCB,AAB
ABC,CCC,BBB,BCA,AAA,BBA,CAA,CBC,ABC
BCA,CCB,BBA,CAA,AAC,BAA,AAA,BCB,BCC
CAA,CBB,BAA,AAA,ACB,AAA,AAA,CBA,CCB
AAA,BBB,AAA,AAA,CBA,AAA,AAA,BAA,CBA
AAA,BBA,AAA,AAA,BAA,AAA,AAA,AAA,BAA
AAA,BAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AAA,AAB,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AAA,ABB,AAA,AAA,AAA,AAA,AAA,AAA,AAA
AAA,BBB,AAA,AAA,AAA,AAA,AAB,AAA,AAA
AAB,BBC,AAB,AAB,AAB,AAB,ABB,AAB,AAA
ABB,BCC,ABB,ABB,ABB,ABB,BBB,ABB,AAB
BBC,CCC,BBC,BBB,BBC,BBC,BBC,BBB,ABB
BCC,CCC,BCC,BBC,BCC,BCC,BCC,BBC,BBB
CCC,CCC,CCC,BCC,CCC,CCC,CCC,BCC,BBB
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC,BBC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC,BCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCB,CCB
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CBB,CBB
CCC,CCC,CCC,CCC,CCC,CCC,CCC,BBB,BBB
CCC,CCC,CCC,CCB,CCC,CCC,CCC,BBB,BBB
CCC,CCC,CCC,CBB,CCC,CCC,CCC,BBC,BBB
CCC,CCC,CCC,BBB,CCC,CCC,CCC,BCB,BBB
CCC,CCC,CCC,BBC,CCC,CCC,CCB,CBB,BBC
CCC,CCC,CCC,BCC,CCC,CCC,CBB,BBB,BCC
CCC,CCC,CCC,CCC,CCC,CCC,BBB,BBB,CCC
CCC,CCC,CCC,CCC,CCC,CCC,BBB,BBB,CCC
CCC,CCC,CCC,CCB,CCC,CCC,BBB,BBB,CCC
CCB,CCC,CCC,CBB,CCC,CCC,BBC,BBB,CCB
CBC,CCC,CCC,BBB,CCB,CCB,BCB,BBB,CBB
BCC,CCC,CCC,BBB,CBB,CBC,CBB,BBB,BBB
CCC,CCC,CCC,BBB,BBB,BCC,BBA,BBB,BBC
CCC,CCC,CCC,BBB,BBB,CCC,BAB,BBB,BCC
CCC,CCC,CCC,BBA,BBB,CCC,ABC,BBC,CCB
CCC,CCC,CCC,BAB,BBA,CCC,BCC,BCB,CBB
CCC,CCC,CCB,ABA,BAA,CCC,CCC,CBC,BBA
CCB,CCC,CBC,BAA,AAB,CCC,CCC,BCC,BAB
CBC,CCC,BCC,AAA,ABB,CCC,CCC,CCB,ABC
BCB,CCC,CCC,AAB,BBA,CCB,CCB,CBC,BCB
CBA,CCC,CCC,ABB,BAA,CBB,CBB,BCC,CBC
BAB,CCC,CCC,BBC,AAA,BBB,BBA,CCC,BCC
ABB,CCC,CCC,BCC,AAA,BBB,BAA,CCC,CCC
BBB,CCC,CCC,CCC,AAB,BBA,AAA,CCC,CCC
BBB,CCC,CCA,CCC,ABB,BAA,AAA,CCC,CCC
BBB,CCC,CAB,CCC,BBC,AAB,AAB,CCB,CCC
BBC,CCC,ABB,CCB,BCC,ABB,ABB,CBB,CCB
BCC,CCC,BBA,CBB,CCB,BBB,BBB,BBA,CBB
CCB,CCC,BAA,BBB,CBB,BBB,BBB,BAB,BBB
CBB,CCC,AAA,BBB,BBA,BBB,BBB,ABA,BBC
BBB,CCC,AAA,BBC,BAB,BBC,BBB,BAA,BCC
BBB,CCC,AAA,BCB,ABA,BCA,BBC,AAA,CCC
BBB,CCC,AAA,CBB,BAC,CAB,BCC,AAB,CCA
BBB,CCC,AAA,BBB,ACC,ABB,CCC,ABB,CAA
BBB,CCC,AAA,BBC,CCC,BBB,CCC,BBA,AAA
BBB,CCC,AAA,BCB,CCC,BBB,CCC,BAC,AAA
BBA,CCC,AAA,CBB,CCB,BBC,CCB,ACB,AAB
BAB,CCC,AAB,BBC,CBB,BCB,CBB,CBC,ABB
ABA,CCC,ABA,BCC,BBC,CBC,BBA,BCC,BBB
BAB,CCC,BAA,CCC,BCB,BCC,BAB,CCB,BBA
ABB,CCC,AAA,CCB,CBC,CCA,ABB,CBB,BAB
BBB,CCC,AAA,CBC,BCB,CAB,BBB,BBB,ABB
BBB,CCC,AAA,BCB,CBA,ABA,BBB,BBB,BBC
BBB,CCC,AAB,CBB,BAA,BAA,BBB,BBC,BCA
BBB,CCC,ABA,BBA,AAA,AAB,BBB,BCB,CAA
BBB,CCC,BAA,BAB,AAB,ABA,BBB,CBB,AAA
BBA,CCC,AAA,ABB,ABB,BAA,BBA,BBB,AAA
BAB,CCC,AAB,BBB,BBB,AAB,BAA,BBC,AAA
ABC,CCC,ABB,BBA,BBA,ABB,AAA,BCB,AAA
BCC,CCC,BBA,BAA,BAA,BBB,AAA,CBA,AAB
CCC,CCC,BAB,AAA,AAA,BBB,AAB,BAA,ABB
CCB,CCC,ABB,AAA,AAB,BBC,ABA,AAA,BBB
CBB,CCC,BBC,AAA,ABB,BCC,BAA,AAB,BBB
BBB,CCC,BCB,AAA,BBB,CCC,AAB,ABA,BBC
BBB,CCC,CBB,AAB,BBA,CCB,ABB,BAA,BCA
BBB,CCC,BBB,ABB,BAB,CBB,BBA,AAB,CAA
BBB,CCC,BBB,BBB,ABB,BBB,BAB,ABB,AAA
BBA,CCC,BBA,BBB,BBB,BBB,ABA,BBA,AAB
BAA,CCC,BAB,BBB,BBB,BBB,BAB,BAB,ABB
AAB,CCC,ABA,BBC,BBC,BBA,ABB,ABB,BBB
ABA,CCC,BAB,BCC,BCC,BAB,BBC,BBC,BBC
BAB,CCC,ABA,CCB,CCC,ABA,BCA,BCC,BCC
ABC,CCC,BAA,CBB,CCC,BAB,CAC,CCC,CCB
BCA,CCC,AAA,BBA,CCB,ABB,ACC,CCC,CBB
CAC,CCC,AAB,BAA,CBB,BBC,CCB,CCC,BBB
ACC,CCC,ABB,AAA,BBB,BCB,CBC,CCC,BBC
CCC,CCC,BBB,AAA,BBB,CBC,BCC,CCC,BCB
CCB,CCC,BBC,AAA,BBB,BCC,CCB,CCC,CBB
CBC,CCC,BCC,AAA,BBB,CCC,CBB,CCC,BBC
BCC,CCC,CCC,AAA,BBB,CCC,BBB,CCB,BCC
CCB,CCC,CCC,AAA,BBC,CCC,BBA,CBB,CCB
CBB,CCC,CCC,AAA,BCC,CCB,BAA,BBB,CBB
BBC,CCC,CCC,AAA,CCB,CBB,AAA,BBA,BBB
BCB,CCC,CCC,AAA,CBC,BBB,AAB,BAA,BBB
CBB,CCC,CCC,AAB,BCB,BBC,ABB,AAA,BBB
BBC,CCC,CCC,ABB,CBC,BCB,BBA,AAB,BBB
BCB,CCC,CCC,BBB,BCB,CBA,BAA,ABB,BBA
CBB,CCC,CCC,BBC,CBC,BAB,AAA,BBB,BAB
BBB,CCC,CCC,BCC,BCC,ABA,AAA,BBB,ABA
BBA,CCC,CCB,CCC,CCB,BAA,AAA,BBB,BAB
BAB,CCC,CBB,CCC,CBA,AAB,AAB,BBB,ABB
ABC,CCC,BBB,CCC,BAC,ABA,ABA,BBA,BBB
BCA,CCC,BBB,CCC,ACC,BAA,BAA,BAA,BBC
CAA,CCC,BBA,CCC,CCC,AAA,AAA,AAA,BCC
AAA,CCB,BAA,CCC,CCC,AAA,AAA,AAA,CCC
AAA,CBB,AAB,CCC,CCC,AAA,AAA,AAA,CCC
AAA,BBB,ABC,CCC,CCC,AAA,AAA,AAA,CCC
AAA,BBB,BCC,CCC,CCC,AAA,AAA,AAB,CCC
AAA,BBB,CCC,CCC,CCC,AAA,AAA,ABB,CCC
AAA,BBB,CCC,CCC,CCC,AAA,AAA,BBC,CCC
AAA,BBB,CCC,CCC,CCC,AAA,AAA,BCC,CCC
AAA,BBC,CCC,CCC,CCC,AAA,AAB,CCC,CCC
AAA,BCC,CCB,CCC,CCC,AAA,ABB,CCC,CCB
AAB,CCC,CBC,CCC,CCB,AAB,BBB,CCC,CBB
ABB,CCC,BCC,CCB,CBB,ABB,BBC,CCC,BBB
BBC,CCC,CCB,CBB,BBB,BBC,BCC,CCC,BBA
BCC,CCC,CBB,BBB,BBA,BCC,CCC,CCB,BAA
CCC,CCC,BBB,BBA,BAA,CCC,CCC,CBB,AAA
CCC,CCC,BBB,BAA,AAA,CCC,CCC,BBB,AAA
CCC,CCC,BBB,AAA,AAA,CCC,CCC,BBB,AAA
CCC,CCC,BBB,AAA,AAA,CCC,CCC,BBC,AAA
CCC,CCC,BBB,AAA,AAA,CCC,CCC,BCB,AAA
CCC,CCC,BBB,AAA,AAA,CCC,CCC,CBC,AAA
CCC,CCC,BBA,AAA,AAA,CCC,CCC,BCB,AAA
CCC,CCC,BAB,AAA,AAA,CCC,CCC,CBB,AAA
CCC,CCC,ABA,AAA,AAA,CCC,CCC,BBB,AAA
CCC,CCC,BAA,AAA,AAA,CCC,CCC,BBB,AAA
CCC,CCC,AAA,AAA,AAA,CCC,CCC,BBB,AAA
CCC,CCC,AAA,AAA,AAA,CCC,CCC,BBB,AAA
CCC,CCC,AAA,AAA,AAA,CCC,CCC,BBB,AAA
CCC,CCC,AAA,AAA,AAA,CCC,CCC,BBB,AAA
CCC,CCC,AAA,AAA,AAA,CCC,CCC,BBB,AAA
CCC,CCC,AAB,AAA,AAA,CCC,CCC,BBB,AAA
CCC,CCC,ABA,AAA,AAA,CCC,CCC,BBA,AAA
CCC,CCC,BAB,AAA,AAA,CCC,CCC,BAA,AAA
CCB,CCC,ABB,AAA,AAA,CCC,CCC,AAB,AAA
CBB,CCC,BBB,AAA,AAA,CCC,CCC,ABB,AAA
BBB,CCC,BBB,AAA,AAA,CCC,CCC,BBB,AAA
BBC,CCC,BBB,AAA,AAA,CCC,CCC,BBB,AAB
BCB,CCC,BBA,AAA,AAB,CCC,CCC,BBB,ABA
CBB,CCC,BAB,AAA,ABB,CCC,CCC,BBB,BAB
BBC,CCC,ABC,AAA,BBB,CCC,CCC,BBC,ABA
BCC,CCC,BCC,AAA,BBB,CCB,CCC,BCB,BAA
CCB,CCC,CCC,AAB,BBB,CBB,CCC,CBB,AAA
CBB,CCC,CCC,ABB,BBB,BBB,CCC,BBB,AAB
BBB,CCC,CCC,BBA,BBC,BBB,CCC,BBB,ABB
BBA,CCC,CCB,BAA,BCC,BBB,CCC,BBB,BBB
BAB,CCC,CBB,AAA,CCC,BBB,CCB,BBB,BBC
ABB,CCC,BBB,AAA,CCB,BBC,CBB,BBB,BCB
BBB,CCC,BBC,AAA,CBB,BCB,BBB,BBB,CBB
BBB,CCC,BCB,AAB,BBB,CBA,BBB,BBB,BBB
BBB,CCC,CBC,ABB,BBB,BAA,BBC,BBB,BBB
BBA,CCC,BCB,BBB,BBB,AAB,BCC,BBA,BBB
BAA,CCC,CBB,BBB,BBB,ABC,CCC,BAB,BBB
AAC,CCC,BBC,BBB,BBB,BCC,CCC,ABA,BBB
ACC,CCC,BCC,BBB,BBC,CCC,CCC,BAB,BBB
CCB,CCC,CCB,BBC,BCC,CCC,CCC,ABB,BBA
CBC,CCC,CBB,BCC,CCC,CCC,CCB,BBB,BAB
BCB,CCC,BBA,CCB,CCB,CCC,CBB,BBC,ABC
CBB,CCC,BAA,CBB,CBB,CCB,BBB,BCC,BCC
BBB,CCC,AAB,BBC,BBB,CBB,BBB,CCA,CCB
BBA,CCC,ABA,BCA,BBB,BBB,BBB,CAA,CBB
BAA,CCC,BAB,CAB,BBA,BBB,BBB,AAA,BBC
AAA,CCC,ABC,ABB,BAB,BBB,BBA,AAB,BCB
AAA,CCC,BCC,BBC,ABA,BBB,BAA,ABB,CBB
AAB,CCC,CCC,BCC,BAA,BBB,AAB,BBB,BBB
ABB,CCC,CCC,CCB,AAB,BBB,ABA,BBA,BBC
BBB,CCC,CCC,CBC,ABB,BBA,BAA,BAB,BCC
BBB,CCC,CCC,BCC,BBB,BAA,AAB,ABB,CCC
BBB,CCC,CCB,CCC,BBB,AAB,ABA,BBB,CCC
BBC,CCC,CBB,CCC,BBB,ABA,BAB,BBB,CCB
BCB,CCC,BBA,CCB,BBB,BAA,ABB,BBA,CBC
CBC,CCC,BAA,CBB,BBB,AAA,BBB,BAB,BCC
BCA,CCC,AAA,BBC,BBC,AAA,BBA,ABB,CCB
CAB,CCC,AAB,BCC,BCC,AAA,BAA,BBB,CBB
ABB,CCC,ABB,CCA,CCC,AAA,AAA,BBC,BBB
BBB,CCC,BBB,CAA,CCC,AAA,AAA,BCC,BBB
BBA,CCC,BBB,AAA,CCB,AAB,AAA,CCC,BBB
BAB,CCC,BBC,AAB,CBB,ABA,AAB,CCB,BBC
ABC,CCC,BCB,ABA,BBB,BAB,ABB,CBB,BCB
BCA,CCC,CBC,BAA,BBB,ABB,BBB,BBB,CBB
CAB,CCC,BCB,AAB,BBC,BBA,BBB,BBB,BBC
ABC,CCC,CBB,ABC,BCC,BAA,BBB,BBB,BCA
BCB,CCC,BBB,BCC,CCB,AAB,BBB,BBB,CAB
CBA,CCC,BBC,CCC,CBB,ABB,BBC,BBB,ABB
BAA,CCC,BCC,CCC,BBB,BBC,BCC,BBB,BBB
AAA,CCC,CCB,CCB,BBA,BCB,CCB,BBB,BBA
AAA,CCC,CBA,CBB,BAB,CBB,CBA,BBB,BAA
AAA,CCC,BAA,BBB,ABA,BBC,BAA,BBC,AAB
AAA,CCC,AAA,BBB,BAA,BCC,AAA,BCC,ABA
AAA,CCC,AAA,BBB,AAB,CCC,AAA,CCB,BAB
AAA,CCC,AAA,BBA,ABA,CCC,AAA,CBB,ABC
AAA,CCC,AAB,BAA,BAB,CCC,AAB,BBB,BCB
AAB,CCC,ABB,AAA,ABB,CCC,ABC,BBA,CBB
ABB,CCC,BBB,AAA,BBB,CCC,BCA,BAA,BBC
BBB,CCC,BBB,AAA,BBB,CCC,CAB,AAB,BCB
BBA,CCC,BBB,AAB,BBB,CCC,ABB,ABB,CBB
BAB,CCC,BBB,ABB,BBA,CCC,BBA,BBB,BBB
ABB,CCC,BBC,BBB,BAA,CCC,BAA,BBB,BBB
BBC,CCC,BCC,BBB,AAA,CCC,AAB,BBB,BBA
BCB,CCC,CCC,BBC,AAA,CCC,ABA,BBB,BAA
CBB,CCC,CCB,BCC,AAB,CCB,BAA,BBC,AAB
BBB,CCC,CBB,CCB,ABB,CBC,AAA,BCB,ABB
BBB,CCC,BBC,CBC,BBC,BCA,AAB,CBB,BBB
BBB,CCC,BCC,BCC,BCC,CAA,ABB,BBA,BBB
BBB,CCC,CCC,CCC,CCB,AAA,BBB,BAA,BBB
BBB,CCC,CCC,CCB,CBB,AAA,BBB,AAA,BBB
BBB,CCC,CCB,CBB,BBB,AAA,BBC,AAA,BBB
BBC,CCC,CBB,BBA,BBB,AAA,BCC,AAA,BBC
BCC,CCC,BBA,BAA,BBA,AAA,CCB,AAA,BCC
CCA,CCC,BAA,AAA,BAA,AAA,CBA,AAC,CCB
CAA,CCC,AAA,AAB,AAA,AAA,BAA,ACA,CBB
AAA,CCC,AAA,ABA,AAA,AAA,AAA,CAA,BBB
AAA,CCC,AAA,BAA,AAB,AAA,AAA,AAA,BBC
AAA,CCC,AAA,AAA,ABB,AAA,AAA,AAA,BCB
AAA,CCC,AAA,AAA,BBB,AAA,AAA,AAA,CBB
AAA,CCC,AAA,AAB,BBC,AAA,AAA,AAA,BBB
AAA,CCC,AAA,ABB,BCC,AAA,AAA,AAA,BBB
AAA,CCC,AAA,BBC,CCC,AAA,AAA,AAA,BBA
AAA,CCC,AAA,BCC,CCC,AAA,AAA,AAA,BAA
AAB,CCC,AAA,CCB,CCC,AAB,AAA,AAA,AAA
ABB,CCC,AAB,CBB,CCC,ABB,AAB,AAB,AAB
BBB,CCC,ABB,BBC,CCB,BBB,ABB,ABB,ABB
BBC,CCC,BBB,BCB,CBB,BBC,BBC,BBB,BBB
BCC,CCC,BBC,CBB,BBB,BCC,BCC,BBC,BBB
CCC,CCC,BCC,BBB,BBB,CCC,CCC,BCC,BBB
CCC,CCC,CCC,BBC,BBB,CCC,CCC,CCC,BBB
CCC,CCC,CCC,BCC,BBB,CCC,CCC,CCC,BBB
CCC,CCC,CCC,CCB,BBB,CCC,CCC,CCC,BBB
CCC,CCC,CCC,CBB,BBA,CCC,CCC,CCC,BBB
CCC,CCC,CCC,BBB,BAA,CCC,CCC,CCC,BBB
CCC,CCC,CCC,BBB,AAB,CCC,CCC,CCC,BBB
CCC,CCC,CCC,BBB,ABA,CCC,CCC,CCC,BBC
CCC,CCC,CCC,BBB,BAA,CCC,CCC,CCC,BCB
CCC,CCC,CCC,BBB,AAA,CCC,CCC,CCC,CBA
CCC,CCC,CCC,BBB,AAA,CCC,CCC,CCC,BAB
CCC,CCC,CCC,BBB,AAA,CCC,CCC,CCC,ABA
CCC,CCC,CCC,BBB,AAB,CCB,CCB,CCC,BAA
CCC,CCC,CCC,BBC,ABB,CBB,CBB,CCC,AAB
CCC,CCC,CCC,BCC,BBC,BBB,BBB,CCC,ABA
CCC,CCC,CCC,CCC,BCC,BBB,BBB,CCC,BAA
