sym0,sym1,sym2,sym3,sym4,sym5,sym6,sym7
R895312,R114,R2538931,R567157,R2444687,R116561,R2460186,R4317162
R895312,R114,R2538931,R567157,R2444687,R116561,R2460186,R4317162
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317162
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317162
R895307,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895307,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895307,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895307,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317162
R895307,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895307,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895307,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895307,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317162
R895307,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317162
R895307,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317162
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895307,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317162
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317162
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895307,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895307,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317162
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R114,R2538931,R567157,R2444687,R116561,R2460161,R4317162
R895312,R115,R2538931,R567157,R2444687,R116561,R2460161,R4317162
R895312,R115,R2538931,R567157,R2444687,R116561,R2460161,R4317162
R895312,R115,R2538931,R567157,R2444687,R116561,R2460161,R4317162
R895312,R115,R2538931,R567157,R2444687,R116561,R2460161,R4317162
R895312,R115,R2538906,R567157,R2444687,R116561,R2460161,R4317162
R895312,R115,R2538906,R567157,R2444687,R116561,R2460161,R4317161
R895312,R115,R2538906,R567157,R2444687,R116561,R2460161,R4317161
R895312,R115,R2538906,R567157,R2444687,R116561,R2460161,R4317162
R895312,R115,R2538906,R567157,R2444687,R116561,R2460161,R4317161
R895307,R115,R2538906,R567157,R2444687,R116561,R2460161,R4317161
R895312,R115,R2538906,R567157,R2444687,R116561,R2460161,R4317161
R895307,R115,R2538906,R567157,R2444687,R116561,R2460161,R4317162
R895312,R115,R2538931,R567157,R2444687,R116561,R2460161,R4317162
R895312,R115,R2538906,R567157,R2444687,R116561,R2460161,R4317162
R895307,R115,R2538906,R567157,R2444687,R116561,R2460161,R4317161
R895312,R125,R2538906,R567157,R2444687,R116561,R2460161,R4317161
R895307,R125,R2538906,R567157,R2444687,R116561,R2460161,R4317161
R895307,R125,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895307,R125,R2538931,R567157,R2444687,R116561,R2460161,R4395306
R895307,R125,R2538931,R567157,R2444687,R116561,R2460161,R4395306
R895312,R125,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R125,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895307,R125,R2538931,R567157,R2444687,R116561,R2460161,R4317162
R895312,R125,R2538931,R567157,R2444687,R116561,R2460161,R4317162
R895312,R125,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895307,R125,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R125,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R125,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R125,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R895312,R125,R2538931,R582782,R2444687,R116561,R2460161,R4317161
R895307,R125,R2538931,R582782,R2444687,R116561,R2460161,R4317161
R895312,R125,R2538931,R567157,R2444687,R116561,R2460161,R4317161
R970307,R125,R2538931,R567157,R2444687,R116561,R2457492,R4785996
R2923432,R125,R2535806,R567032,R2444687,R194686,R2457492,R4770371
R3314062,R125,R2926406,R567032,R2444687,R569711,R4332492,R2817246
R5348437,R116,R2923281,R567687,R490912,R1035336,R6285617,R3208496
R5348437,R116,R2845161,R567687,R494037,R1035311,R6282486,R3208496
R7707837,R116,R5188912,R645811,R415912,R1410311,R6673111,R1330246
R7708462,R116,R5188932,R723936,R415912,R1410311,R8219861,R1720871
R9661587,R116,R5579562,R723936,R806537,R1879036,R8610486,R1720872
R9739712,R117,R5579562,R723936,R806537,R1879036,R8222655,R1736382
R9739712,R117,R7532687,R723935,R806537,R1879036,R8222530,R1736382
R9739712,R117,R7532687,R723935,R806537,R1879036,R8206900,R1736387
R9739712,R117,R7532687,R723935,R806662,R1879036,R8207525,R1917637
R9661062,R117,R7532687,R723310,R803537,R1879011,R8207530,R1736387
R7707937,R117,R5579557,R723305,R803537,R1414011,R8285030,R1736387
R7317312,R116,R5192062,R723305,R412912,R1414011,R6331905,R1345787
R5364062,R116,R5192057,R723305,R412787,R1023386,R6347535,R3298287
R5282812,R116,R5270182,R645181,R2366537,R960911,R4394410,R3220162
R5267187,R116,R4879557,R645181,R2366537,R569661,R4397535,R2832787
R3314062,R116,R2926432,R645181,R2366537,R569661,R4397661,R2832787
R2923437,R116,R2926432,R645181,R2444662,R569661,R4398286,R2832786
R2923437,R126,R2926432,R645181,R2444662,R569661,R2444536,R2832786
R2923437,R126,R2926431,R567031,R2444662,R569661,R2444536,R4967161
R2923437,R126,R2535806,R567156,R2444687,R179061,R2460786,R4785906
R2923437,R126,R2538931,R567031,R2444687,R179061,R2460786,R4785906
R2923437,R126,R2538931,R567156,R2444687,R100936,R2460786,R4785906
R970307,R126,R2538931,R567156,R2444687,R116561,R2460786,R4785906
R970312,R126,R2538931,R567157,R2444687,R116561,R2460786,R4785906
R970307,R126,R2538931,R567157,R2444687,R116561,R2460786,R4785906
R970312,R126,R2538931,R567157,R2444687,R116561,R2460786,R4707787
R970312,R126,R2538931,R567157,R2444687,R116561,R2460786,R4785931
R970307,R126,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R970307,R126,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R970307,R126,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R970307,R126,R2538906,R567157,R2444687,R116561,R2460786,R4317161
R970307,R126,R2538906,R567157,R2444687,R116561,R2460786,R4317161
R970307,R126,R2538906,R567157,R2444687,R116561,R2460786,R4317161
R970307,R126,R2538906,R567157,R2444687,R116561,R2460786,R4317161
R970307,R126,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R126,R2538906,R567157,R2444687,R116561,R2460786,R4317161
R970307,R126,R2538906,R567157,R2444687,R116561,R2460786,R4317161
R970307,R126,R2538906,R567157,R2444687,R116561,R2460786,R4395306
R970307,R126,R2538906,R567157,R2444687,R116561,R2460786,R4317161
R969682,R126,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R969682,R126,R2538906,R567157,R2444687,R116561,R2460786,R4317162
R970307,R126,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R969682,R126,R2538906,R567157,R2444687,R116561,R2460786,R4317162
R970307,R126,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R969682,R126,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R970307,R226,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R970307,R226,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R970307,R226,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R970307,R226,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R969682,R226,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R226,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R226,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R969682,R226,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R969682,R226,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R226,R2538906,R567157,R2444687,R116561,R2460786,R4317162
R970307,R226,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R226,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R969682,R226,R2538906,R567157,R2444687,R116561,R2460786,R4317162
R970307,R226,R2538906,R567157,R2444687,R116561,R2460786,R4317162
R969682,R226,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R969682,R226,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R969682,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R969682,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R969682,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R969682,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R969682,R227,R2538906,R567157,R2444687,R116561,R2460786,R4317161
R969682,R227,R2538906,R567157,R2444687,R116561,R2460786,R4317161
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R970307,R227,R2538906,R567157,R2444687,R116561,R2460786,R4317162
R970307,R227,R2538906,R567157,R2444687,R116561,R2460786,R4317162
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4888911
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970312,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R969682,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970312,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R970312,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R970312,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317187
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317187
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317161
R970307,R227,R2538931,R567157,R2444687,R116561,R2460786,R4317162
R970307,R227,R2538931,R582782,R2444687,R116561,R2460786,R4317161
R970307,R227,R2538931,R582782,R2444687,R116561,R2460786,R4317161
R970307,R237,R2538931,R582782,R2444687,R116561,R2460786,R4317161
R970307,R237,R2538931,R582782,R2444687,R116561,R2460786,R4317161
R970307,R237,R2538931,R582782,R2444662,R116561,R2460811,R4317161
R891532,R237,R2538906,R582657,R2444662,R116561,R2460811,R4317031
R2844531,R227,R2535782,R582657,R2444662,R113436,R2460811,R4723281
R2844531,R228,R2535782,R582657,R2444687,R113441,R2085811,R4723256
R4797656,R228,R2535157,R567032,R2460438,R113441,R2085831,R4723256
R4797651,R228,R4488282,R567032,R2459813,R503445,R2082581,R4723256
R4782025,R228,R4488258,R582682,R2850563,R503445,R4035706,R4801381
R4782025,R228,R4488258,R567057,R2850564,R503445,R4051951,R4798256
R4782000,R228,R4485128,R567056,R2788064,R503570,R4051951,R4798256
R4782000,R228,R4485128,R567056,R2788064,R503570,R4051951,R6751386
R4782000,R228,R4485128,R567056,R2788064,R503570,R4051951,R4798386
R4782025,R228,R4485133,R567056,R2866189,R503570,R4051326,R6751386
R4782025,R228,R4410133,R567056,R2866189,R503570,R4113826,R4798386
R4782150,R228,R4410133,R567056,R2850564,R504070,R2160701,R4801536
R2829655,R228,R4410133,R567056,R2850564,R113441,R2160701,R4785911
R2829656,R228,R2535782,R567056,R2459813,R113441,R2163806,R4785911
R2829656,R228,R2535782,R567056,R2460438,R113441,R2070056,R4801536
R2829656,R228,R2535782,R567056,R2460438,R116566,R2070181,R4785911
R2829656,R228,R2535782,R567031,R2460438,R116561,R2070181,R4785911
R2845281,R228,R2535782,R567031,R2460437,R116561,R2460806,R4785911
R2845281,R228,R2535782,R567031,R2444687,R116561,R2460806,R4785911
R2845281,R228,R2535782,R567031,R2444687,R116561,R2460806,R4395286
R892182,R228,R2535782,R567031,R2444687,R116561,R2460806,R4395286
R892182,R228,R2538906,R567031,R2444687,R116561,R2460806,R4395286
R892182,R228,R2538906,R567031,R2444687,R116561,R2460806,R4395281
R892182,R228,R2538906,R567032,R2444687,R116561,R2460186,R4395281
R892182,R228,R2538906,R567032,R2444687,R116561,R2460186,R4395281
R892182,R228,R2538906,R567157,R2444687,R116561,R2460186,R4395306
R892182,R228,R2538906,R567157,R2444687,R116561,R2460811,R4395306
R970307,R228,R2538906,R567157,R2444687,R116561,R2460186,R4395306
R970307,R228,R2538906,R567157,R2444687,R116561,R2460811,R4395306
R970307,R228,R2538906,R567157,R2444687,R116561,R2460811,R4395306
R970307,R228,R2538906,R567157,R2444687,R116561,R2460786,R4395306
R970307,R228,R2538906,R567157,R2444687,R116561,R2460786,R4395306
R970307,R238,R2538906,R567157,R2444686,R116561,R2460786,R4395306
R970312,R238,R2538906,R567157,R2444686,R116561,R2460786,R4317161
R970307,R238,R2538931,R567157,R2444686,R116561,R2460786,R4395306
R970307,R238,R2538931,R567157,R2444686,R116561,R2460786,R4317161
R970307,R238,R2538931,R567157,R2444687,R116561,R2460786,R4395306
R970307,R238,R2538931,R567157,R2444687,R116561,R2460786,R4395306
R970307,R238,R2538906,R567157,R2444687,R116561,R2460786,R4395306
