sym0,sym1,sym2,sym3,sym4,sym5,sym6
R14,R65,R53,R625,R32,R323,R34
R23,R54,R53,R615,R32,R323,R34
R13,R65,R63,R615,R33,R323,R34
R23,R55,R63,R615,R42,R323,R34
R22,R55,R63,R625,R44,R323,R34
R22,R55,R62,R625,R33,R323,R44
R12,R55,R72,R625,R23,R323,R44
R12,R55,R72,R668,R24,R342,R54
R113,R155,R73,R667,R124,R342,R54
R224,R255,R273,R677,R326,R352,R243
R424,R454,R384,R685,R437,R361,R452
R425,R464,R484,R685,R538,R361,R452
R535,R564,R583,R684,R638,R361,R543
R636,R653,R683,R684,R639,R471,R654
R634,R754,R682,R684,R719,R471,R755
R744,R745,R782,R594,R708,R471,R765
R743,R735,R782,R585,R805,R481,R755
R743,R835,R881,R594,R806,R481,R844
R833,R836,R881,R593,R815,R481,R857
R743,R836,R881,R595,R814,R481,R867
R842,R836,R870,R595,R924,R481,R977
R842,R936,R970,R593,R914,R481,R977
R832,R936,R970,R595,R914,R481,R967
R842,R936,R970,R595,R914,R481,R967
R832,R937,R970,R593,R903,R481,R966
R932,R937,R970,R593,R912,R481,R976
R831,R937,R970,R593,R902,R481,R976
R830,R937,R970,R593,R912,R481,R966
R931,R937,R970,R585,R922,R481,R964
R931,R937,R970,R593,R931,R481,R964
R931,R937,R970,R593,R801,R481,R963
R931,R938,R970,R572,R812,R481,R942
R931,R927,R970,R550,R801,R481,R952
R931,R937,R970,R540,R811,R472,R952
R930,R937,R970,R540,R811,R462,R952
R820,R827,R870,R530,R812,R452,R842
R720,R737,R770,R530,R612,R442,R752
R520,R547,R570,R531,R512,R442,R552
R420,R547,R580,R521,R432,R432,R562
R410,R448,R380,R521,R422,R433,R472
R310,R348,R380,R522,R322,R433,R382
R310,R249,R280,R522,R232,R433,R282
R210,R249,R280,R522,R234,R423,R292
R210,R159,R190,R522,R124,R423,R192
R110,R149,R190,R522,R124,R423,R182
R111,R159,R190,R512,R124,R423,R182
R111,R159,R190,R513,R113,R423,R72
R1,R159,R90,R513,R3,R423,R72
R2,R59,R91,R513,R14,R423,R83
R2,R58,R91,R514,R34,R423,R83
R3,R58,R91,R515,R33,R423,R73
R3,R68,R91,R414,R34,R423,R73
R2,R68,R92,R413,R34,R423,R83
R12,R68,R92,R413,R44,R423,R73
R2,R68,R92,R413,R34,R413,R73
R2,R67,R92,R413,R13,R413,R73
R3,R67,R92,R413,R34,R413,R73
R3,R77,R93,R413,R34,R413,R73
R3,R77,R93,R413,R45,R413,R63
R3,R76,R94,R413,R65,R413,R62
R3,R76,R94,R415,R65,R413,R63
R3,R76,R94,R415,R64,R413,R53
R3,R76,R84,R415,R64,R423,R53
R4,R66,R83,R415,R55,R413,R53
R3,R66,R83,R415,R55,R413,R53
R3,R66,R83,R415,R45,R413,R53
R3,R66,R83,R415,R55,R413,R63
R3,R65,R93,R415,R54,R513,R73
R3,R65,R83,R416,R44,R513,R72
R13,R65,R83,R415,R44,R513,R73
R2,R75,R83,R415,R54,R513,R73
R12,R75,R83,R415,R45,R513,R73
R12,R65,R83,R415,R35,R513,R83
R12,R65,R83,R415,R44,R513,R83
R13,R65,R83,R415,R34,R513,R83
R12,R66,R83,R415,R144,R513,R83
R12,R66,R83,R415,R43,R513,R83
R3,R65,R83,R417,R33,R513,R73
R2,R66,R83,R417,R143,R513,R73
R12,R66,R83,R415,R143,R513,R73
R2,R66,R83,R415,R143,R513,R63
R1,R76,R83,R415,R43,R513,R73
R2,R76,R82,R437,R33,R513,R73
R102,R66,R82,R458,R124,R522,R63
R102,R166,R182,R468,R125,R532,R163
R212,R265,R282,R367,R226,R542,R263
R413,R466,R482,R376,R424,R541,R362
R512,R466,R482,R376,R424,R551,R462
R512,R566,R582,R376,R524,R650,R575
R612,R666,R682,R376,R628,R662,R676
R713,R766,R782,R386,R627,R661,R787
R712,R765,R783,R386,R739,R661,R786
R812,R875,R883,R386,R828,R662,R875
R822,R865,R883,R384,R837,R672,R864
R822,R865,R883,R385,R826,R673,R863
R822,R864,R883,R385,R826,R672,R863
R922,R864,R983,R385,R826,R672,R963
R923,R964,R983,R385,R836,R672,R973
R923,R964,R983,R383,R846,R672,R973
R923,R965,R983,R383,R835,R671,R974
R923,R965,R973,R385,R838,R671,R975
R924,R965,R983,R383,R828,R671,R975
R925,R974,R984,R383,R948,R671,R975
R935,R973,R984,R383,R958,R671,R975
R937,R983,R985,R383,R959,R671,R964
R937,R983,R985,R383,R958,R771,R952
R938,R982,R986,R372,R966,R771,R951
R939,R991,R986,R363,R967,R771,R951
R929,R991,R986,R351,R967,R761,R960
R929,R991,R986,R332,R967,R661,R960
R829,R991,R986,R332,R967,R652,R951
R828,R891,R886,R332,R877,R642,R860
R628,R791,R776,R333,R755,R632,R661
R527,R582,R576,R323,R665,R632,R561
R427,R482,R476,R323,R565,R632,R462
R316,R372,R376,R324,R465,R622,R362
R326,R373,R376,R314,R465,R622,R362
R226,R273,R276,R314,R366,R622,R263
R225,R273,R276,R314,R265,R612,R263
R214,R173,R176,R315,R165,R613,R153
R114,R173,R176,R215,R165,R613,R153
R114,R173,R176,R215,R165,R613,R163
R114,R173,R166,R215,R165,R613,R163
R114,R173,R66,R215,R165,R613,R163
R114,R173,R66,R215,R165,R613,R63
R114,R73,R66,R215,R165,R613,R63
R113,R73,R66,R215,R155,R613,R63
R114,R73,R66,R215,R154,R613,R63
R114,R73,R66,R215,R66,R613,R63
R114,R73,R56,R215,R164,R613,R53
R123,R73,R56,R215,R164,R613,R53
R33,R73,R56,R215,R174,R613,R53
R33,R73,R46,R205,R65,R613,R53
R34,R73,R46,R205,R75,R613,R53
R144,R62,R46,R205,R54,R603,R43
R44,R62,R46,R205,R54,R613,R43
R44,R63,R47,R205,R64,R603,R43
R54,R62,R46,R205,R64,R613,R43
R44,R62,R37,R205,R74,R703,R33
R153,R62,R37,R205,R75,R713,R33
R154,R62,R37,R205,R74,R703,R33
R153,R61,R37,R205,R175,R703,R43
R153,R61,R37,R205,R194,R703,R43
R163,R61,R37,R207,R194,R703,R33
R154,R61,R37,R207,R194,R703,R43
R144,R61,R37,R207,R194,R703,R33
R134,R61,R47,R207,R94,R703,R34
R133,R61,R47,R207,R84,R703,R24
R123,R61,R47,R205,R83,R703,R14
R133,R61,R47,R205,R83,R703,R14
R123,R61,R47,R227,R84,R712,R14
R124,R61,R48,R257,R186,R721,R124
R234,R171,R148,R257,R297,R731,R123
R334,R271,R248,R267,R387,R731,R223
R435,R471,R358,R167,R487,R731,R332
R536,R470,R458,R166,R587,R741,R432
R547,R580,R559,R176,R687,R740,R522
R637,R680,R659,R176,R788,R850,R612
R638,R780,R659,R176,R889,R850,R612
R749,R780,R769,R176,R887,R850,R712
R749,R780,R769,R176,R887,R850,R712
R749,R880,R869,R176,R996,R850,R721
R847,R880,R869,R175,R995,R860,R833
R846,R881,R858,R175,R985,R861,R833
R836,R871,R858,R175,R983,R861,R823
R846,R871,R958,R175,R983,R861,R823
R845,R961,R958,R175,R983,R860,R824
R945,R962,R948,R175,R973,R861,R812
R944,R962,R947,R175,R973,R861,R912
R934,R962,R947,R175,R972,R861,R912
R934,R962,R947,R175,R972,R861,R912
R945,R962,R947,R175,R972,R861,R912
R944,R962,R947,R175,R973,R861,R822
R934,R962,R947,R184,R872,R861,R932
R934,R962,R948,R184,R872,R872,R922
R934,R962,R938,R184,R872,R872,R912
R933,R962,R938,R184,R972,R972,R912
R933,R963,R937,R184,R971,R973,R913
R933,R973,R937,R184,R971,R974,R902
R933,R973,R937,R184,R961,R975,R902
R934,R973,R937,R184,R980,R975,R902
R924,R973,R938,R184,R970,R976,R902
R924,R973,R938,R184,R980,R977,R901
R924,R973,R938,R175,R881,R976,R911
R923,R973,R937,R184,R991,R976,R902
R923,R963,R927,R184,R990,R976,R912
R933,R963,R927,R175,R990,R977,R912
R923,R964,R927,R175,R890,R977,R912
R923,R963,R927,R74,R881,R977,R902
R933,R974,R927,R84,R881,R978,R901
R933,R964,R927,R84,R981,R978,R901
R933,R964,R927,R74,R970,R979,R901
R933,R963,R926,R75,R970,R979,R901
R933,R963,R926,R75,R870,R979,R900
R923,R964,R926,R83,R950,R979,R900
R923,R954,R926,R83,R961,R989,R900
R922,R954,R925,R84,R950,R989,R900
R922,R954,R925,R84,R950,R989,R910
R922,R954,R925,R63,R941,R979,R921
R932,R944,R925,R52,R950,R975,R921
R932,R944,R926,R30,R951,R955,R921
R932,R944,R926,R31,R962,R931,R921
R822,R845,R836,R21,R852,R932,R811
R722,R755,R726,R23,R763,R922,R702
R622,R655,R626,R13,R653,R922,R512
R512,R554,R536,R14,R562,R912,R502
R412,R454,R436,R14,R472,R912,R313
R413,R364,R336,R14,R382,R912,R313
R313,R264,R236,R4,R382,R912,R213
R312,R264,R236,R5,R282,R902,R223
R223,R264,R236,R5,R292,R902,R223
R222,R164,R136,R5,R183,R903,R223
R122,R164,R136,R5,R183,R903,R133
R112,R165,R136,R5,R173,R903,R133
R112,R165,R35,R5,R163,R903,R134
R111,R165,R35,R5,R173,R902,R124
R112,R165,R45,R5,R163,R903,R24
R112,R154,R35,R5,R163,R903,R24
R112,R164,R45,R5,R163,R903,R24
R112,R64,R35,R5,R162,R903,R14
R122,R64,R45,R5,R163,R903,R13
R122,R64,R46,R5,R162,R903,R4
R112,R64,R45,R5,R162,R903,R14
R112,R63,R45,R5,R172,R903,R4
