0,1,2,3,4,5,6,7
AAA,BCC,BBA,CCC,BCB,CCC,AAA,CCC
AAA,CCC,BAB,CCC,CBB,CCC,AAA,CCC
AAA,CCB,ABA,CCC,BBC,CCC,AAA,CCC
AAB,CBB,BAA,CCC,BCC,CCC,AAB,CCC
ABA,BBB,AAA,CCC,CCB,CCC,ABA,CCC
BAA,BBB,AAA,CCC,CBC,CCC,BAA,CCC
AAB,BBC,AAA,CCC,BCC,CCC,AAA,CCC
ABB,BCB,AAB,CCC,CCA,CCC,AAB,CCC
BBC,CBB,ABB,CCC,CAA,CCC,ABB,CCC
BCC,BBC,BBB,CCC,AAA,CCC,BBB,CCC
CCB,BCB,BBC,CCC,AAB,CCC,BBB,CCC
CBB,CBB,BCC,CCC,ABB,CCC,BBB,CCC
BBB,BBC,CCB,CCC,BBA,CCC,BBB,CCC
BBB,BCB,CBB,CCC,BAA,CCC,BBB,CCC
BBB,CBB,BBB,CCC,AAB,CCC,BBB,CCC
BBB,BBB,BBB,CCC,ABB,CCC,BBB,CCC
BBB,BBB,BBB,CCC,BBB,CCC,BBB,CCC
BBC,BBC,BBC,CCC,BBB,CCC,BBB,CCC
BCB,BCC,BCC,CCC,BBB,CCC,BBB,CCC
CBB,CCC,CCB,CCC,BBB,CCC,BBB,CCC
BBB,CCC,CBB,CCC,BBB,CCC,BBC,CCC
BBC,CCB,BBC,CCC,BBB,CCC,BCC,CCC
BCC,CBB,BCC,CCC,BBC,CCC,CCC,CCC
CCC,BBB,CCC,CCC,BCC,CCC,CCC,CCC
CCC,BBB,CCC,CCC,CCC,CCC,CCC,CCC
CCC,BBB,CCC,CCC,CCC,CCC,CCC,CCC
CCC,BBB,CCC,CCC,CCC,CCC,CCC,CCC
CCC,BBA,CCC,CCC,CCB,CCC,CCC,CCC
CCC,BAA,CCB,CCC,CBB,CCC,CCC,CCC
CCB,AAA,CBB,CCC,BBB,CCC,CCC,CCC
CBB,AAA,BBB,CCC,BBB,CCC,CCC,CCC
BBB,AAA,BBB,CCC,BBB,CCC,CCC,CCC
BBB,AAA,BBA,CCC,BBA,CCC,CCC,CCC
BBB,AAA,BAA,CCC,BAA,CCC,CCC,CCC
BBB,AAA,AAB,CCC,AAB,CCC,CCC,CCC
BBA,AAA,ABB,CCC,ABA,CCC,CCB,CCC
BAA,AAA,BBB,CCC,BAA,CCC,CBB,CCC
AAA,AAA,BBA,CCC,AAA,CCC,BBB,CCC
AAC,AAB,BAB,CCC,AAA,CCC,BBB,CCC
ACB,ABB,ABA,CCC,AAA,CCC,BBB,CCC
CBC,BBA,BAA,CCC,AAB,CCC,BBB,CCC
BCC,BAB,AAB,CCC,ABC,CCC,BBB,CCC
CCC,ABB,ABB,CCC,BCC,CCC,BBB,CCC
CCB,BBB,BBC,CCC,CCA,CCC,BBB,CCC
CBC,BBA,BCA,CCC,CAB,CCC,BBA,CCC
BCC,BAA,CAA,CCC,ABB,CCC,BAA,CCC
CCB,AAA,AAA,CCC,BBB,CCC,AAA,CCC
CBB,AAB,AAA,CCC,BBA,CCC,AAA,CCC
BBA,ABB,AAB,CCC,BAB,CCC,AAA,CCC
BAA,BBC,ABA,CCC,ABB,CCC,AAA,CCC
AAA,BCC,BAB,CCC,BBB,CCC,AAA,CCC
AAA,CCC,ABB,CCC,BBB,CCC,AAA,CCC
AAA,CCC,BBB,CCC,BBB,CCC,AAA,CCC
AAA,CCC,BBB,CCC,BBB,CCC,AAA,CCC
AAA,CCB,BBC,CCC,BBB,CCC,AAA,CCC
AAA,CBB,BCB,CCC,BBA,CCC,AAA,CCC
AAA,BBB,CBC,CCC,BAA,CCC,AAA,CCC
AAB,BBB,BCC,CCC,AAA,CCC,AAA,CCC
ABA,BBB,CCC,CCC,AAA,CCC,AAA,CCC
BAB,BBC,CCC,CCC,AAA,CCC,AAA,CCC
ABB,BCC,CCA,CCC,AAB,CCC,AAA,CCC
BBA,CCC,CAA,CCC,ABA,CCC,AAA,CCC
BAA,CCB,AAA,CCC,BAB,CCC,AAB,CCC
AAA,CBB,AAA,CCC,ABB,CCC,ABA,CCC
AAA,BBB,AAA,CCC,BBB,CCC,BAB,CCC
AAA,BBB,AAA,CCC,BBB,CCC,ABB,CCC
AAB,BBB,AAA,CCC,BBB,CCC,BBB,CCC
ABB,BBB,AAA,CCC,BBB,CCC,BBA,CCC
BBB,BBB,AAB,CCC,BBB,CCC,BAB,CCC
BBB,BBB,ABA,CCC,BBB,CCC,ABB,CCC
BBA,BBC,BAC,CCC,BBB,CCC,BBA,CCC
BAB,BCB,ACC,CCC,BBB,CCC,BAB,CCC
ABB,CBC,CCB,CCC,BBA,CCC,ABA,CCC
BBA,BCC,CBB,CCC,BAA,CCC,BAA,CCC
BAB,CCC,BBC,CCC,AAA,CCC,AAA,CCC
ABB,CCC,BCC,CCC,AAC,CCC,AAA,CCC
BBB,CCB,CCC,CCC,ACB,CCC,AAA,CCC
BBB,CBA,CCB,CCC,CBB,CCC,AAA,CCC
BBA,BAA,CBC,CCC,BBB,CCC,AAA,CCC
BAA,AAA,BCB,CCC,BBB,CCC,AAB,CCC
AAB,AAA,CBC,CCC,BBC,CCC,ABB,CCC
ABA,AAB,BCB,CCC,BCB,CCC,BBB,CCC
BAB,ABB,CBB,CCC,CBB,CCC,BBB,CCC
ABC,BBC,BBB,CCC,BBB,CCC,BBB,CCC
BCC,BCB,BBA,CCC,BBB,CCC,BBC,CCC
CCB,CBB,BAA,CCC,BBB,CCC,BCC,CCC
CBB,BBB,AAA,CCC,BBB,CCC,CCC,CCC
BBA,BBB,AAB,CCC,BBC,CCC,CCC,CCC
BAB,BBB,ABA,CCC,BCC,CCC,CCB,CCC
ABB,BBC,BAA,CCC,CCC,CCC,CBB,CCC
BBB,BCB,AAA,CCC,CCB,CCC,BBB,CCC
BBC,CBB,AAA,CCC,CBC,CCC,BBB,CCC
BCB,BBA,AAB,CCC,BCC,CCC,BBB,CCC
CBB,BAB,ABC,CCC,CCC,CCC,BBA,CCC
BBB,ABC,BCC,CCC,CCB,CCC,BAB,CCC
BBB,BCC,CCB,CCC,CBA,CCC,ABA,CCC
BBB,CCC,CBC,CCC,BAB,CCC,BAB,CCC
BBC,CCB,BCC,CCC,ABB,CCC,ABC,CCC
BCC,CBB,CCC,CCC,BBA,CCC,BCC,CCC
CCC,BBA,CCB,CCC,BAB,CCC,CCC,CCC
CCC,BAA,CBC,CCC,ABB,CCC,CCC,CCC
CCC,AAA,BCC,CCC,BBB,CCC,CCC,CCC
CCC,AAA,CCC,CCC,BBB,CCC,CCC,CCC
CCC,AAA,CCC,CCC,BBC,CCC,CCC,CCC
CCC,AAB,CCC,CCC,BCC,CCC,CCC,CCC
CCB,ABB,CCC,CCC,CCC,CCC,CCC,CCC
CBB,BBB,CCB,CCC,CCC,CCC,CCC,CCC
BBB,BBB,CBB,CCC,CCC,CCC,CCB,CCC
BBB,BBB,BBC,CCC,CCB,CCC,CBB,CCC
BBC,BBA,BCC,CCC,CBB,CCC,BBB,CCC
BCB,BAA,CCC,CCC,BBC,CCC,BBB,CCC
CBB,AAA,CCC,CCC,BCC,CCC,BBB,CCC
BBB,AAA,CCC,CCC,CCB,CCC,BBC,CCC
BBC,AAA,CCB,CCC,CBC,CCC,BCC,CCC
BCB,AAA,CBB,CCC,BCC,CCC,CCC,CCC
CBC,AAB,BBC,CCC,CCB,CCC,CCC,CCC
BCC,ABB,BCC,CCC,CBB,CCC,CCC,CCC
CCC,BBC,CCC,CCC,BBB,CCC,CCB,CCC
CCC,BCC,CCC,CCC,BBB,CCC,CBB,CCC
CCC,CCC,CCB,CCC,BBB,CCC,BBB,CCC
CCC,CCC,CBB,CCC,BBB,CCC,BBB,CCC
CCC,CCC,BBB,CCC,BBB,CCC,BBB,CCC
CCB,CCC,BBB,CCC,BBC,CCC,BBB,CCC
CBB,CCC,BBB,CCC,BCC,CCC,BBB,CCC
BBA,CCB,BBA,CCC,CCC,CCC,BBB,CCC
BAA,CBB,BAA,CCC,CCB,CCC,BBA,CCC
AAA,BBB,AAA,CCC,CBB,CCC,BAA,CCC
AAA,BBB,AAB,CCC,BBB,CCC,AAA,CCC
AAA,BBB,ABA,CCC,BBB,CCC,AAA,CCC
AAA,BBA,BAA,CCC,BBB,CCC,AAA,CCC
AAB,BAA,AAA,CCC,BBB,CCC,AAA,CCC
ABA,AAA,AAA,CCC,BBB,CCC,AAA,CCC
BAA,AAB,AAA,CCC,BBB,CCC,AAA,CCC
AAA,ABB,AAA,CCC,BBA,CCC,AAA,CCC
AAA,BBB,AAA,CCC,BAB,CCC,AAA,CCC
AAA,BBB,AAA,CCC,ABB,CCC,AAA,CCC
AAA,BBB,AAB,CCC,BBA,CCC,AAA,CCC
AAB,BBB,ABB,CCC,BAA,CCC,AAA,CCC
ABB,BBB,BBB,CCC,AAA,CCC,AAA,CCC
BBB,BBA,BBA,CCC,AAA,CCC,AAA,CCC
BBA,BAB,BAB,CCC,AAA,CCC,AAA,CCC
BAB,ABB,ABB,CCC,AAA,CCC,AAA,CCC
ABA,BBB,BBB,CCC,AAB,CCC,AAA,CCC
BAA,BBB,BBB,CCC,ABB,CCC,AAA,CCC
AAA,BBB,BBA,CCC,BBB,CCC,AAA,CCC
AAB,BBB,BAB,CCC,BBB,CCC,AAB,CCC
ABC,BBB,ABB,CCC,BBB,CCC,ABB,CCC
BCC,BBB,BBC,CCC,BBA,CCC,BBB,CCC
CCB,BBB,BCC,CCC,BAA,CCC,BBB,CCC
CBB,BBA,CCC,CCC,AAB,CCC,BBB,CCC
BBB,BAB,CCC,CCC,ABB,CCC,BBB,CCC
BBB,ABB,CCC,CCC,BBB,CCC,BBA,CCC
BBC,BBB,CCC,CCC,BBC,CCC,BAB,CCC
BCC,BBC,CCC,CCC,BCC,CCC,ABB,CCC
CCB,BCB,CCC,CCC,CCC,CCC,BBB,CCC
CBB,CBB,CCC,CCC,CCC,CCC,BBA,CCC
BBB,BBB,CCB,CCC,CCC,CCC,BAA,CCC
BBB,BBB,CBC,CCC,CCC,CCC,AAB,CCC
BBA,BBB,BCB,CCC,CCC,CCC,ABB,CCC
BAB,BBB,CBB,CCC,CCB,CCC,BBB,CCC
ABA,BBB,BBA,CCC,CBB,CCC,BBA,CCC
BAA,BBB,BAA,CCC,BBA,CCC,BAA,CCC
AAA,BBB,AAA,CCC,BAB,CCC,AAA,CCC
AAB,BBB,AAB,CCC,ABA,CCC,AAB,CCC
ABB,BBB,ABC,CCC,BAC,CCC,ABC,CCC
BBB,BBB,BCC,CCC,ACC,CCC,BCC,CCC
BBC,BBB,CCC,CCC,CCB,CCC,CCC,CCC
BCC,BBB,CCC,CCC,CBB,CCC,CCC,CCC
CCC,BBC,CCC,CCC,BBB,CCC,CCC,CCC
CCC,BCC,CCC,CCC,BBC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,BCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCB,CCC,CCB,CCC,CCC,CCC,CCC,CCC
CBB,CCC,CBB,CCC,CCC,CCC,CCC,CCC
BBB,CCC,BBB,CCC,CCC,CCC,CCC,CCC
BBB,CCC,BBB,CCC,CCB,CCC,CCC,CCC
BBC,CCC,BBB,CCC,CBB,CCC,CCC,CCC
BCC,CCB,BBB,CCC,BBB,CCC,CCC,CCC
CCB,CBB,BBB,CCC,BBB,CCC,CCC,CCC
CBB,BBA,BBB,CCC,BBB,CCC,CCC,CCC
BBC,BAA,BBB,CCC,BBA,CCC,CCB,CCC
BCB,AAA,BBB,CCC,BAA,CCC,CBC,CCC
CBC,AAA,BBC,CCC,AAA,CCC,BCB,CCC
BCB,AAA,BCC,CCC,AAA,CCC,CBC,CCC
CBC,AAA,CCB,CCC,AAB,CCC,BCB,CCC
BCB,AAA,CBC,CCC,ABB,CCC,CBB,CCC
CBB,AAB,BCB,CCC,BBA,CCC,BBA,CCC
BBA,ABB,CBB,CCC,BAA,CCC,BAB,CCC
BAA,BBB,BBB,CCC,AAA,CCC,ABB,CCC
AAA,BBB,BBA,CCC,AAA,CCC,BBC,CCC
AAA,BBC,BAA,CCC,AAB,CCC,BCA,CCC
AAB,BCC,AAA,CCC,ABB,CCC,CAC,CCC
ABB,CCC,AAA,CCC,BBB,CCC,ACB,CCC
BBB,CCB,AAA,CCC,BBB,CCC,CBB,CCC
BBB,CBB,AAA,CCC,BBC,CCC,BBB,CCC
BBA,BBB,AAA,CCC,BCC,CCC,BBA,CCC
BAA,BBB,AAA,CCC,CCC,CCC,BAC,CCC
AAB,BBA,AAB,CCC,CCC,CCC,ACB,CCC
ABB,BAB,ABA,CCC,CCC,CCC,CBA,CCC
BBB,ABB,BAA,CCC,CCB,CCC,BAA,CCC
BBB,BBB,AAA,CCC,CBB,CCC,AAB,CCC
BBB,BBB,AAB,CCC,BBA,CCC,ABA,CCC
BBC,BBB,ABB,CCC,BAB,CCC,BAB,CCC
BCB,BBB,BBB,CCC,ABA,CCC,ABB,CCC
CBC,BBB,BBA,CCC,BAB,CCC,BBA,CCC
BCB,BBA,BAB,CCC,ABA,CCC,BAB,CCC
CBC,BAA,ABA,CCC,BAA,CCC,ABC,CCC
BCC,AAA,BAA,CCC,AAB,CCC,BCC,CCC
CCC,AAA,AAB,CCC,ABB,CCC,CCC,CCC
CCB,AAA,ABA,CCC,BBA,CCC,CCB,CCC
CBB,AAA,BAC,CCC,BAA,CCC,CBB,CCC
BBB,AAA,ACA,CCC,AAA,CCC,BBB,CCC
BBB,AAA,CAB,CCC,AAB,CCC,BBB,CCC
BBB,AAA,ABC,CCC,ABC,CCC,BBB,CCC
BBA,AAA,BCC,CCC,BCC,CCC,BBB,CCC
BAA,AAB,CCC,CCC,CCC,CCC,BBA,CCC
AAA,ABB,CCB,CCC,CCB,CCC,BAA,CCC
AAA,BBB,CBC,CCC,CBB,CCC,AAA,CCC
AAA,BBB,BCB,CCC,BBB,CCC,AAA,CCC
AAA,BBB,CBB,CCC,BBB,CCC,AAA,CCC
AAA,BBB,BBB,CCC,BBB,CCC,AAA,CCC
AAA,BBC,BBA,CCC,BBB,CCC,AAA,CCC
AAB,BCC,BAA,CCC,BBB,CCC,AAA,CCC
ABB,CCB,AAA,CCC,BBB,CCC,AAA,CCC
BBB,CBC,AAA,CCC,BBA,CCC,AAA,CCC
BBA,BCC,AAA,CCC,BAA,CCC,AAA,CCC
BAA,CCB,AAA,CCC,AAB,CCC,AAA,CCC
AAA,CBB,AAA,CCC,ABA,CCC,AAA,CCC
AAA,BBB,AAA,CCC,BAA,CCC,AAA,CCC
AAA,BBA,AAA,CCC,AAA,CCC,AAA,CCC
AAA,BAB,AAA,CCC,AAA,CCC,AAA,CCC
AAB,ABA,AAA,CCC,AAA,CCC,AAA,CCC
ABB,BAB,AAA,CCC,AAB,CCC,AAB,CCC
BBB,ABC,AAA,CCC,ABB,CCC,ABA,CCC
BBA,BCC,AAB,CCC,BBB,CCC,BAA,CCC
BAB,CCC,ABB,CCC,BBB,CCC,AAB,CCC
ABA,CCB,BBB,CCC,BBC,CCC,ABA,CCC
