sym0,sym1,sym2,sym3,sym4,sym5,sym6
R117157,R976086,R1291581,R667,R607048,R288186,R973441
R2554652,R2928686,R3263331,R677,R2638167,R288236,R2832061
R4492152,R4881811,R3732706,R685,R4575637,R305288,R4785311
R4507777,R5288066,R5685831,R685,R4666266,R305631,R4785811
R4507777,R5287937,R5623956,R684,R6619516,R305631,R4801561
R6538401,R6787937,R7577106,R684,R6619513,R322495,R6831456
R6460276,R6866692,R7560857,R684,R6213263,R322495,R6831727
R6866517,R6851067,R7560858,R594,R6213264,R322488,R7222477
R6788502,R6460446,R7545233,R585,R8005034,R440480,R6832937
R6789128,R8414196,R9420359,R594,R8083163,R440480,R8804066
R8348377,R8492346,R9420359,R593,R7989387,R438134,R8882191
R6786628,R8492346,R9419703,R595,R7989392,R438134,R9272841
R8723403,R8492321,R9028953,R595,R8395767,R438134,R9257067
R8726528,R8476692,R9013328,R593,R8005142,R438134,R9257337
R8335904,R8476692,R9013203,R595,R8020287,R454941,R9257066
R8742028,R8476687,R9028928,R595,R8020913,R438134,R9270317
R8335929,R8476813,R9025802,R593,R7930314,R438134,R9251187
R8335929,R8477438,R9010177,R593,R7946438,R438134,R9235583
R8257803,R8477433,R9009552,R593,R7946413,R438134,R9235583
R8257678,R8477433,R9009552,R593,R7945793,R438134,R9254562
R8260808,R8477433,R9009427,R585,R8333919,R440535,R9160912
R8257058,R8461808,R9009527,R593,R8243418,R457398,R9160912
R8257059,R8477433,R9009427,R593,R7851563,R454948,R9082787
R8257079,R8555558,R9009527,R572,R7914188,R440626,R8694662
R8257084,R8477433,R9009527,R550,R7851563,R440871,R8694637
R8257078,R8477433,R9009527,R540,R7864168,R441262,R8694637
R8257208,R8477433,R9009527,R540,R7852043,R424848,R8691513
R8253958,R8477408,R9009527,R530,R7942168,R408041,R8694642
R6304082,R6524282,R7056377,R530,R5989043,R407698,R6735558
R4366582,R4961782,R5103381,R531,R4036417,R390597,R4798413
R4347957,R4961132,R5494006,R521,R4411393,R392997,R5176413
R3972456,R5039136,R3541631,R521,R4411393,R392997,R5179538
R2019206,R3086011,R3541011,R522,R2457663,R392654,R3635793
R2019231,R3086011,R3541512,R522,R2442143,R392605,R3632669
R2022356,R3085385,R3541511,R522,R2517262,R375798,R3620039
R2006731,R1132135,R1588386,R522,R564167,R375805,R1670039
R54236,R1135260,R1588391,R522,R564142,R375798,R1670064
R51082,R1134631,R1588391,R512,R583013,R375798,R1667064
R54207,R1134636,R1585266,R513,R129888,R375805,R1279563
R51686,R1134636,R1585291,R513,R132878,R375805,R1295188
R129806,R1131386,R1585291,R513,R194878,R375413,R1669662
R129806,R1134511,R1585296,R514,R582382,R375413,R1669662
R132806,R1131387,R1585796,R515,R504162,R375658,R1291536
R133431,R1522637,R1585796,R414,R579007,R375658,R1291536
R132907,R1522636,R1663921,R413,R563508,R375658,R1698411
R132907,R1522631,R1663921,R413,R969787,R375658,R1307761
R132807,R1522636,R1663946,R413,R594662,R375413,R1301512
R135807,R1445137,R1663946,R413,R128552,R375413,R1301511
R133431,R1445137,R1663196,R413,R579032,R375412,R1301411
R133406,R1445162,R1663196,R413,R598406,R375412,R1285812
R133406,R1445162,R1678821,R413,R973531,R375412,R1285812
R133406,R1442042,R1756921,R413,R1376656,R375412,R1298312
R133281,R1442037,R1756921,R415,R1376656,R375657,R1298337
R117156,R1442037,R1757046,R415,R1376662,R375657,R926437
R129531,R1441912,R1757047,R415,R1376687,R375657,R926437
R207546,R1442033,R1678797,R415,R986037,R375657,R910837
R113906,R1442058,R1678797,R415,R1001537,R375657,R913936
R129551,R1442058,R1678797,R415,R1001411,R375657,R913961
R113801,R1442057,R1675672,R415,R1001535,R375657,R1301436
R113176,R1363928,R1675047,R415,R1000786,R375657,R1285681
R128801,R1363902,R1675042,R416,R1000937,R375657,R1285061
R116306,R1363907,R1675042,R415,R1000937,R375657,R1285185
R116431,R1363931,R1678187,R415,R1002167,R375657,R1285811
R100806,R1363931,R1678187,R415,R1001662,R375657,R1288286
R116556,R1363931,R1678162,R415,R598411,R375657,R1676436
R116432,R1364056,R1659412,R415,R974041,R375657,R1660811
R116432,R1364056,R1659436,R415,R583416,R375657,R1660811
R116457,R1442206,R1659436,R415,R974066,R375657,R1660835
R116432,R1442081,R1659436,R415,R895941,R375657,R1660811
R116456,R1367076,R1660062,R417,R492811,R375657,R1270161
R116431,R1445201,R1644462,R417,R895941,R375657,R1282661
R116432,R1445206,R1643812,R415,R895436,R375412,R1282661
R116307,R1445201,R1643812,R415,R895436,R375412,R1298411
R23307,R1445200,R1643812,R415,R914212,R375412,R1282661
R117057,R1445850,R1643838,R437,R539086,R375411,R1282661
R120182,R1445850,R1644488,R458,R622722,R372611,R1282661
R120183,R1460850,R1641363,R468,R607097,R389369,R1298261
R2073403,R3335850,R3597739,R367,R2637841,R507067,R3253880
R4029653,R5367100,R5547614,R376,R4507736,R524462,R3253905
R4013928,R5367725,R5547614,R376,R4507736,R524462,R5207630
R4030278,R5367101,R5547709,R376,R4507731,R538282,R5270136
R5980277,R7320731,R7500839,R376,R6598979,R540668,R7313307
R5995773,R7320851,R7517089,R386,R6532728,R540913,R7687952
R5980153,R7242606,R7517064,R386,R6598479,R541256,R7703956
R7933278,R9195731,R9470189,R386,R8567078,R541257,R9204561
R8323903,R9195731,R9470214,R384,R8485854,R541257,R9204561
R8323932,R9195731,R9470214,R385,R8473327,R560463,R9111436
R8327056,R9195732,R9470189,R385,R8476452,R558118,R9111437
R8324681,R9195707,R9470314,R385,R8476452,R558117,R9111437
R8324682,R9195713,R9470314,R385,R8458302,R558118,R9115186
R8324682,R9195713,R9470414,R383,R8860808,R558118,R9115186
R8321556,R9195063,R9471038,R383,R8395316,R558118,R9193312
R8318556,R9195063,R9080538,R385,R8533434,R558118,R9208937
R8396681,R9210688,R9471158,R383,R8549059,R558118,R9196336
R8396806,R9210068,R9568633,R383,R8924709,R558118,R9195711
R8399306,R9135188,R9584258,R383,R8940334,R558118,R9195706
R8492926,R9525813,R9584257,R383,R8940338,R558118,R9193312
R8493052,R9525163,R9584257,R383,R8940338,R557922,R8724557
R8555552,R9525163,R9677882,R372,R9252190,R555530,R8646407
R8573568,R9443918,R9677882,R363,R9252165,R541124,R8630807
R8570427,R9444043,R9677882,R351,R9255285,R541517,R9021457
R8573551,R9444043,R9677882,R332,R9251535,R541859,R9021457
R8573551,R9444668,R9677881,R332,R9254560,R525444,R8630157
R8569800,R9444668,R9677256,R332,R9252040,R525444,R9017656
R6616550,R7491543,R7333506,R333,R6833160,R508245,R7067557
R4588425,R5601543,R5364156,R323,R7208191,R508245,R5095681
R4572800,R5598418,R5364031,R323,R5251436,R508244,R5177056
R2244550,R3255293,R3410931,R324,R5254561,R493446,R3223931
R2619526,R3255293,R3410931,R314,R5254561,R491053,R3223936
R2638292,R3255292,R3410306,R314,R3395305,R493454,R3223936
R2541426,R3239667,R3410306,R314,R3317156,R493454,R3223311
R2150776,R1287167,R1456681,R315,R1364061,R493454,R894560
R197801,R1287167,R1441056,R215,R1364061,R493454,R875811
R194676,R1287167,R1440926,R215,R1363910,R493405,R1269561
R197677,R1287166,R1440950,R215,R1363910,R493454,R1266311
R197677,R1287166,R1440950,R215,R1364061,R476255,R1266936
R197677,R1287166,R1440950,R215,R1364061,R493062,R1266936
R182056,R1287167,R1440825,R215,R1364031,R476598,R1266936
R107056,R1287167,R1440950,R215,R989536,R476598,R1266310
R182026,R1287166,R1440950,R215,R973911,R476255,R1266336
R197672,R1287166,R1440950,R215,R1442186,R476255,R1266362
R182056,R1287191,R1050200,R215,R1364061,R476254,R875712
R495181,R1287191,R1034551,R215,R1363437,R476254,R891336
R492156,R1287036,R1034551,R215,R1348437,R476254,R894461
R492181,R1287162,R1035176,R205,R1363437,R476254,R895211
R569676,R1287167,R1050051,R205,R1348562,R476254,R894462
R960176,R1287167,R1050051,R205,R973437,R476254,R891962
R960176,R1287167,R1050051,R205,R973442,R476254,R892062
R960176,R1271538,R1050051,R205,R1364567,R476254,R907036
R960301,R1271568,R1050027,R205,R1364567,R476254,R891411
R945176,R1271567,R643777,R205,R1377192,R476254,R500812
R866556,R1271562,R659402,R205,R1380316,R476254,R500786
R960305,R1271562,R659377,R205,R1380191,R476254,R500787
R882175,R1193562,R659377,R205,R1380191,R476254,R891411
R882305,R1193558,R659377,R205,R1755316,R476254,R875662
R1272930,R1193558,R659402,R207,R1755822,R476254,R500637
R963556,R1196688,R662527,R207,R1755797,R476254,R891262
R960431,R1196057,R662527,R207,R1755796,R476254,R500637
R569806,R1196057,R1053177,R207,R1740292,R593903,R578762
R491556,R1196056,R1053182,R207,R1743567,R593903,R578757
R488531,R1196056,R1053333,R205,R1661593,R593903,R188137
R487781,R1196056,R1053333,R205,R1661567,R593903,R188157
R490905,R1196051,R1053358,R227,R1723588,R607918,R206907
R581546,R1195550,R1131488,R257,R1807324,R607477,R578783
R2534780,R1195526,R1131488,R257,R3760448,R624277,R506282
R2538056,R3148026,R3100737,R267,R3775443,R624326,R2459432
R4491057,R5116776,R3100712,R167,R5728448,R624326,R2460057
R4569181,R5116776,R5054467,R166,R5728412,R622268,R4413182
R4959807,R5507401,R5057592,R176,R7681417,R639132,R4413286
R6522308,R7456805,R7026992,R176,R7775767,R639188,R5991413
R6597308,R7459935,R7026967,R176,R9713261,R639188,R5992037
R6991053,R7459931,R7417592,R176,R9632625,R639440,R5988938
R7006574,R7459931,R7417592,R176,R9632650,R656247,R5991438
R7003449,R9413056,R9370717,R176,R9648275,R656338,R6298287
R8862803,R9413061,R9355117,R175,R9554525,R656387,R8329438
R8866553,R9413561,R8963843,R175,R9554655,R656037,R8331937
R8475927,R9022805,R8948218,R175,R9476531,R656037,R8331937
R8850927,R9022805,R8948218,R175,R9476557,R656380,R8332562
R8772777,R9023431,R8947593,R175,R9475907,R656380,R8410686
R8772802,R9085931,R8931968,R175,R9082282,R774029,R7941436
R8772681,R9085181,R8853818,R175,R9101682,R774036,R7942087
R8378931,R9085181,R8853943,R175,R9101657,R774029,R7941436
R8378932,R9085181,R8853947,R175,R9101657,R776435,R7942112
R8769448,R9088306,R8853942,R175,R9101657,R776435,R7923362
R8769582,R9088307,R8853917,R175,R9101657,R774084,R8313987
R8366432,R9088306,R8853917,R184,R9101557,R776485,R8298336
R8363332,R9085186,R8932047,R184,R9101557,R793236,R8315732
R8363307,R9072682,R8541417,R184,R9101557,R793236,R7928982
R8285157,R9073282,R8541417,R184,R9113437,R793236,R7940836
R8285182,R9070187,R8463292,R184,R9035812,R795637,R7928966
R8285157,R9069562,R8462667,R184,R9035342,R798030,R7923420
R8285932,R9069561,R8462667,R184,R9034586,R800431,R7925945
R8367156,R9072686,R8459542,R184,R9394587,R800431,R7923420
R8367181,R9072687,R8537642,R184,R9018932,R800430,R7923416
R8364057,R9072687,R8537642,R184,R9413437,R802832,R7845317
R8367182,R9072687,R8537642,R175,R9413437,R800095,R7847716
R8288931,R9072687,R8444017,R184,R9394687,R800439,R7925811
R8288932,R9073312,R8444016,R184,R9426442,R800438,R7929561
R8285807,R9073312,R8444011,R175,R9414067,R802840,R7913966
R8285807,R9151562,R8443886,R175,R9395317,R802840,R7913311
R8285833,R9073437,R8443886,R74,R9414061,R802792,R7928962
R8285807,R9148432,R8443887,R84,R9414056,R803037,R7850687
R8285808,R9148437,R8443762,R84,R9414561,R805193,R7847688
R8285932,R9151558,R8443762,R74,R9024062,R805193,R7848313
R8285933,R9073432,R8443887,R75,R9007692,R805193,R7847688
R8288932,R9073432,R8443887,R75,R9023437,R805390,R7847662
R8288307,R9167182,R8444512,R83,R8647811,R805145,R7851541
R8291306,R8776533,R8444511,R83,R9038566,R805390,R7851540
R8288180,R8760183,R8366381,R84,R8644687,R805390,R7848440
R8288805,R8775808,R8366386,R84,R8644687,R805390,R7851461
R8288930,R8776308,R8363286,R63,R8647812,R805389,R8226435
R8288931,R8776307,R8366536,R52,R8648313,R781373,R8242060
R8288306,R8776313,R8445261,R30,R8629407,R782102,R8241935
R8304556,R8776313,R8444636,R31,R9097532,R744139,R8241936
R8285157,R8776313,R8460261,R21,R8706283,R744139,R7848286
R6332781,R6823187,R6491636,R23,R7125658,R727087,R5988937
R6332806,R6823312,R6491037,R13,R6750658,R726940,R4023212
R3989031,R4870192,R4538037,R14,R5191283,R726695,R4020062
R3989056,R4870192,R4538037,R14,R5175788,R726695,R2070187
R3988431,R3307692,R2600543,R14,R3613289,R709838,R2066937
R2050931,R3307691,R2584943,R4,R3610164,R709838,R2066312
R2050931,R3291441,R2584943,R5,R3610164,R711896,R2454563
R2441557,R3307067,R2584943,R5,R3594514,R711896,R2454563
R2441532,R1353942,R631818,R5,R1642039,R711896,R2470292
R489032,R1353947,R631839,R5,R1642038,R711896,R501542
R98532,R1353942,R631839,R5,R1251418,R711903,R500917
R98408,R1338321,R569339,R5,R1267068,R712099,R579042
R20407,R1353941,R569339,R5,R1267038,R712099,R579042
R82907,R1353946,R959963,R5,R1266288,R712099,R566443
R79782,R963321,R569338,R5,R1282032,R712099,R567063
R95407,R1353946,R959964,R5,R1285787,R712099,R582693
R95407,R1353946,R569339,R5,R1285787,R712099,R192068
R469783,R1353946,R959964,R5,R1285787,R712099,R113318
R485408,R1335196,R1038089,R5,R1285787,R712099,R191442
R95407,R1350946,R959964,R5,R1285187,R712099,R188288
R95382,R1272721,R959964,R5,R1285062,R711854,R204668
