0,1,2,3,4,5,6,7
AAA,CCC,BCB,CCC,CCC,CCC,AAB,CCC
AAA,CCC,CBC,CCC,CCC,CCC,ABA,CCC
AAA,CCC,BCC,CCC,CCC,CCC,BAA,CCC
AAB,CCB,CCB,CCC,CCC,CCC,AAA,CCC
ABB,CBB,CBA,CCC,CCB,CCC,AAA,CCC
BBB,BBB,BAA,CCC,CBB,CCC,AAA,CCC
BBB,BBB,AAA,CCC,BBA,CCC,AAA,CCC
BBC,BBB,AAB,CCC,BAA,CCC,AAB,CCC
BCC,BBC,ABC,CCC,AAA,CCC,ABB,CCC
CCC,BCC,BCC,CCC,AAB,CCC,BBB,CCC
CCC,CCC,CCC,CCC,ABB,CCC,BBC,CCC
CCC,CCB,CCB,CCC,BBB,CCC,BCC,CCC
CCB,CBB,CBB,CCC,BBA,CCC,CCC,CCC
CBB,BBB,BBB,CCC,BAA,CCC,CCC,CCC
BBB,BBA,BBB,CCC,AAB,CCC,CCC,CCC
BBA,BAB,BBB,CCC,ABB,CCC,CCC,CCC
BAA,ABB,BBC,CCC,BBB,CCC,CCB,CCC
AAB,BBB,BCC,CCC,BBB,CCB,CBB,CCC
ABA,BBB,CCB,CCC,BBA,CBC,BBB,CCC
BAB,BBC,CBB,CCC,BAA,BCC,BBC,CCC
ABA,BCC,BBB,CCC,AAB,CCA,BCC,CCC
BAB,CCC,BBC,CCC,ABB,CAA,CCC,CCC
ABC,CCC,BCC,CCC,BBC,AAA,CCC,CCC
BCC,CCB,CCC,CCC,BCC,AAA,CCC,CCC
CCC,CBB,CCC,CCC,CCC,AAA,CCC,CCC
CCC,BBA,CCC,CCC,CCC,AAA,CCC,CCC
CCC,BAA,CCC,CCC,CCC,AAA,CCC,CCC
CCC,AAA,CCC,CCC,CCB,AAA,CCC,CCC
CCC,AAA,CCB,CCC,CBB,AAA,CCC,CCC
CCC,AAA,CBB,CCC,BBB,AAA,CCC,CCC
CCB,AAA,BBB,CCC,BBB,AAA,CCC,CCB
CBB,AAA,BBA,CCC,BBB,AAB,CCC,CBC
BBB,AAB,BAA,CCC,BBB,ABB,CCC,BCC
BBB,ABB,AAA,CCC,BBB,BBB,CCC,CCC
BBB,BBB,AAA,CCC,BBA,BBB,CCC,CCC
BBC,BBB,AAB,CCC,BAA,BBB,CCC,CCC
BCC,BBB,ABB,CCC,AAB,BBC,CCB,CCC
CCC,BBB,BBB,CCC,ABA,BCC,CBB,CCC
CCC,BBB,BBB,CCC,BAA,CCC,BBB,CCC
CCB,BBB,BBB,CCC,AAB,CCC,BBB,CCC
CBC,BBA,BBB,CCC,ABB,CCC,BBB,CCC
BCB,BAB,BBB,CCC,BBC,CCB,BBA,CCC
CBB,ABA,BBB,CCC,BCC,CBC,BAA,CCC
BBB,BAA,BBC,CCC,CCA,BCC,AAA,CCC
BBC,AAA,BCA,CCC,CAB,CCC,AAA,CCC
BCB,AAB,CAA,CCC,ABA,CCC,AAA,CCC
CBC,ABC,AAA,CCC,BAA,CCC,AAB,CCC
BCB,BCB,AAA,CCC,AAB,CCC,ABA,CCC
CBA,CBB,AAA,CCC,ABB,CCC,BAA,CCC
BAA,BBC,AAA,CCC,BBB,CCC,AAA,CCC
AAA,BCC,AAB,CCC,BBA,CCC,AAA,CCC
AAA,CCC,ABB,CCC,BAB,CCC,AAA,CCC
AAA,CCC,BBA,CCC,ABB,CCC,AAA,CCC
AAA,CCC,BAA,CCC,BBB,CCC,AAA,CCC
AAA,CCB,AAA,CCC,BBB,CCC,AAA,CCC
AAA,CBB,AAA,CCC,BBA,CCC,AAA,CCC
AAA,BBB,AAA,CCC,BAA,CCC,AAA,CCC
AAA,BBA,AAB,CCC,AAA,CCC,AAA,CCC
AAA,BAA,ABB,CCC,AAB,CCC,AAA,CCC
AAA,AAB,BBB,CCC,ABA,CCC,AAA,CCC
AAA,ABB,BBB,CCC,BAA,CCC,AAA,CCC
AAA,BBB,BBC,CCC,AAB,CCC,AAA,CCC
AAA,BBB,BCC,CCC,ABC,CCC,AAB,CCC
AAA,BBB,CCB,CCC,BCC,CCB,ABA,CCC
AAA,BBA,CBA,CCC,CCC,CBB,BAA,CCC
AAB,BAB,BAA,CCC,CCB,BBB,AAB,CCC
ABB,ABC,AAA,CCC,CBC,BBC,ABA,CCC
BBB,BCC,AAA,CCC,BCB,BCC,BAA,CCC
BBC,CCC,AAB,CCC,CBA,CCC,AAA,CCC
BCB,CCC,ABB,CCC,BAC,CCC,AAA,CCC
CBB,CCC,BBC,CCC,ACB,CCC,AAA,CCC
BBA,CCC,BCC,CCC,CBC,CCC,AAB,CCC
BAA,CCC,CCC,CCC,BCC,CCC,ABA,CCC
AAA,CCC,CCC,CCC,CCC,CCB,BAB,CCC
AAA,CCC,CCC,CCC,CCC,CBC,ABB,CCC
AAA,CCC,CCC,CCC,CCC,BCC,BBA,CCC
AAB,CCB,CCC,CCC,CCB,CCC,BAA,CCC
ABB,CBA,CCC,CCC,CBB,CCC,AAA,CCC
BBB,BAA,CCC,CCC,BBB,CCC,AAA,CCC
BBC,AAB,CCC,CCC,BBB,CCC,AAB,CCC
BCC,ABA,CCC,CCC,BBC,CCC,ABB,CCC
CCC,BAB,CCC,CCC,BCA,CCB,BBB,CCC
CCC,ABB,CCB,CCC,CAA,CBC,BBB,CCC
CCB,BBB,CBB,CCC,AAB,BCC,BBB,CCC
CBC,BBB,BBB,CCC,ABA,CCC,BBC,CCC
BCB,BBB,BBA,CCC,BAA,CCC,BCC,CCC
CBC,BBB,BAA,CCC,AAB,CCC,CCC,CCC
BCB,BBB,AAA,CCC,ABB,CCC,CCC,CCC
CBC,BBC,AAA,CCC,BBB,CCC,CCC,CCC
BCB,BCB,AAA,CCC,BBB,CCC,CCB,CCC
CBB,CBB,AAA,CCC,BBB,CCC,CBB,CCC
BBA,BBA,AAA,CCC,BBC,CCC,BBB,CCC
BAB,BAA,AAB,CCC,BCC,CCC,BBA,CCC
ABA,AAA,ABB,CCC,CCC,CCC,BAA,CCC
BAA,AAA,BBA,CCC,CCB,CCC,AAA,CCC
AAA,AAA,BAB,CCC,CBA,CCC,AAA,CCC
AAB,AAB,ABA,CCC,BAB,CCC,AAA,CCC
ABC,ABB,BAA,CCC,ABB,CCA,AAB,CCC
BCC,BBB,AAC,CCC,BBB,CAA,ABC,CCC
CCC,BBA,ACC,CCC,BBA,AAA,BCC,CCB
CCC,BAA,CCC,CCC,BAB,AAA,CCC,CBB
CCC,AAA,CCC,CCC,ABB,AAA,CCC,BBB
CCC,AAA,CCC,CCC,BBC,AAA,CCC,BBC
CCC,AAA,CCC,CCC,BCC,AAA,CCC,BCC
CCC,AAB,CCC,CCC,CCC,AAA,CCC,CCC
CCB,ABB,CCB,CCC,CCC,AAA,CCC,CCC
CBB,BBB,CBB,CCC,CCC,AAA,CCC,CCC
BBB,BBB,BBB,CCC,CCB,AAA,CCB,CCC
BBC,BBB,BBB,CCC,CBB,AAB,CBB,CCC
BCC,BBB,BBC,CCC,BBB,ABB,BBB,CCC
CCC,BBB,BCC,CCC,BBB,BBB,BBB,CCC
CCC,BBA,CCC,CCC,BBC,BBB,BBB,CCC
CCB,BAA,CCC,CCC,BCB,BBB,BBC,CCC
CBB,AAA,CCB,CCC,CBC,BBC,BCC,CCC
BBB,AAA,CBB,CCC,BCB,BCC,CCC,CCC
BBB,AAB,BBB,CCC,CBC,CCC,CCC,CCC
BBC,ABC,BBC,CCC,BCC,CCC,CCC,CCC
BCC,BCC,BCC,CCC,CCC,CCC,CCB,CCC
CCC,CCC,CCC,CCC,CCB,CCC,CBB,CCC
CCC,CCC,CCC,CCC,CBB,CCC,BBA,CCC
CCC,CCC,CCC,CCC,BBB,CCC,BAB,CCC
CCB,CCC,CCC,CCC,BBB,CCC,ABB,CCC
CBC,CCC,CCC,CCC,BBC,CCC,BBB,CCC
BCB,CCC,CCC,CCC,BCC,CCC,BBA,CCC
CBA,CCB,CCB,CCC,CCC,CCC,BAA,CCC
BAA,CBB,CBB,CCC,CCB,CCC,AAA,CCC
AAA,BBB,BBA,CCC,CBB,CCC,AAA,CCC
AAA,BBB,BAA,CCC,BBB,CCC,AAA,CCC
AAA,BBB,AAA,CCC,BBA,CCC,AAA,CCC
AAA,BBA,AAA,CCC,BAA,CCC,AAA,CCC
AAB,BAA,AAA,CCC,AAA,CCC,AAA,CCC
ABA,AAA,AAA,CCC,AAA,CCC,AAA,CCC
BAA,AAA,AAA,CCC,AAA,CCC,AAA,CCC
AAA,AAA,AAA,CCC,AAA,CCC,AAA,CCC
AAA,AAA,AAA,CCC,AAB,CCC,AAA,CCC
AAA,AAB,AAA,CCC,ABB,CCC,AAA,CCC
AAA,ABB,AAA,CCC,BBA,CCC,AAA,CCC
AAA,BBB,AAA,CCC,BAA,CCC,AAA,CCC
AAA,BBA,AAB,CCC,AAB,CCC,AAA,CCC
AAB,BAA,ABB,CCC,ABB,CCC,AAB,CCC
ABB,AAA,BBB,CCC,BBB,CCC,ABA,CCC
BBB,AAB,BBB,CCC,BBB,CCC,BAA,CCC
BBA,ABB,BBC,CCC,BBB,CCC,AAA,CCC
BAA,BBA,BCC,CCC,BBC,CCC,AAA,CCC
AAA,BAA,CCC,CCC,BCC,CCC,AAA,CCC
AAA,AAA,CCC,CCC,CCB,CCC,AAB,CCC
AAB,AAB,CCC,CCC,CBC,CCC,ABA,CCC
ABB,ABB,CCC,CCC,BCB,CCC,BAB,CCC
BBB,BBB,CCC,CCC,CBA,CCC,ABA,CCC
BBB,BBA,CCB,CCC,BAB,CCC,BAA,CCC
BBB,BAB,CBB,CCC,ABB,CCC,AAA,CCC
BBC,ABB,BBC,CCC,BBB,CCC,AAA,CCC
BCC,BBC,BCC,CCC,BBC,CCC,AAA,CCC
CCC,BCC,CCC,CCC,BCC,CCC,AAA,CCC
CCB,CCC,CCC,CCC,CCB,CCC,AAB,CCC
CBC,CCC,CCC,CCC,CBC,CCC,ABA,CCC
BCB,CCB,CCB,CCC,BCC,CCC,BAA,CCC
CBB,CBB,CBB,CCC,CCC,CCC,AAB,CCC
BBB,BBC,BBB,CCC,CCC,CCC,ABA,CCC
BBA,BCC,BBB,CCC,CCB,CCC,BAA,CCC
BAA,CCB,BBA,CCC,CBA,CCC,AAA,CCC
AAA,CBC,BAA,CCC,BAB,CCC,AAA,CCC
AAB,BCC,AAA,CCC,ABB,CCC,AAA,CCC
ABB,CCC,AAB,CCC,BBB,CCB,AAA,CCC
BBB,CCC,ABB,CCC,BBB,CBA,AAC,CCC
BBB,CCB,BBC,CCC,BBB,BAA,ACC,CCC
BBC,CBB,BCC,CCC,BBC,AAA,CCC,CCC
BCC,BBC,CCC,CCC,BCC,AAA,CCC,CCC
CCC,BCC,CCC,CCC,CCC,AAA,CCC,CCC
CCC,CCC,CCC,CCC,CCC,AAA,CCC,CCC
CCC,CCC,CCC,CCC,CCC,AAA,CCC,CCC
CCC,CCC,CCC,CCC,CCC,AAB,CCC,CCC
CCC,CCC,CCC,CCC,CCC,ABB,CCC,CCC
CCC,CCC,CCC,CCC,CCC,BBB,CCC,CCC
CCC,CCC,CCC,CCC,CCB,BBB,CCC,CCC
CCB,CCB,CCB,CCC,CBB,BBB,CCC,CCC
CBB,CBB,CBB,CCC,BBB,BBA,CCC,CCC
BBB,BBA,BBB,CCC,BBB,BAA,CCC,CCC
BBB,BAA,BBB,CCC,BBA,AAA,CCC,CCC
BBB,AAA,BBA,CCC,BAA,AAA,CCC,CCC
BBB,AAA,BAA,CCC,AAA,AAA,CCC,CCC
BBA,AAA,AAA,CCC,AAA,AAB,CCC,CCC
BAA,AAA,AAA,CCC,AAA,ABB,CCC,CCC
AAA,AAA,AAA,CCC,AAB,BBB,CCB,CCC
AAC,AAA,AAA,CCC,ABB,BBB,CBB,CCC
ACB,AAB,AAB,CCC,BBB,BBB,BBB,CCC
CBB,ABB,ABB,CCC,BBB,BBC,BBC,CCC
BBB,BBB,BBB,CCC,BBB,BCA,BCC,CCC
BBB,BBB,BBA,CCC,BBC,CAA,CCC,CCC
BBA,BBB,BAA,CCC,BCC,AAB,CCC,CCC
BAA,BBC,AAA,CCC,CCC,ABA,CCB,CCC
AAA,BCC,AAA,CCC,CCB,BAA,CBC,CCC
AAB,CCC,AAA,CCC,CBB,AAA,BCC,CCC
ABB,CCC,AAB,CCC,BBC,AAA,CCC,CCC
BBA,CCB,ABA,CCC,BCB,AAA,CCB,CCC
BAB,CBB,BAB,CCC,CBB,AAA,CBA,CCC
ABB,BBB,ABB,CCC,BBB,AAB,BAA,CCC
BBB,BBC,BBA,CCC,BBC,ABB,AAB,CCC
BBB,BCC,BAA,CCC,BCC,BBB,ABA,CCC
BBB,CCB,AAA,CCC,CCC,BBB,BAA,CCC
BBC,CBA,AAA,CCC,CCB,BBB,AAB,CCC
BCC,BAB,AAB,CCC,CBA,BBB,ABB,CCC
CCC,ABB,ABB,CCC,BAA,BBA,BBB,CCC
CCB,BBB,BBB,CCC,AAA,BAB,BBB,CCC
CBB,BBA,BBB,CCC,AAB,ABA,BBA,CCC
BBB,BAA,BBB,CCC,ABA,BAB,BAB,CCC
BBB,AAA,BBB,CCC,BAA,ABA,ABB,CCC
BBB,AAA,BBB,CCC,AAA,BAA,BBC,CCC
BBC,AAA,BBB,CCC,AAA,AAA,BCC,CCC
BCB,AAA,BBA,CCC,AAA,AAA,CCB,CCC
CBA,AAA,BAA,CCC,AAA,AAA,CBB,CCC
BAA,AAA,AAA,CCC,AAA,AAB,BBB,CCC
AAB,AAA,AAA,CCC,AAB,ABC,BBB,CCC
ABA,AAA,AAB,CCC,ABC,BCC,BBB,CCC
BAA,AAA,ABB,CCC,BCC,CCC,BBB,CCC
AAA,AAA,BBB,CCC,CCB,CCC,BBA,CCC
AAA,AAA,BBA,CCC,CBC,CCC,BAA,CCC
AAA,AAA,BAA,CCC,BCB,CCC,AAA,CCC
AAA,AAB,AAA,CCC,CBB,CCC,AAA,CCC
AAA,ABB,AAB,CCC,BBB,CCC,AAA,CCC
AAA,BBC,ABA,CCC,BBB,CCC,AAA,CCC
AAA,BCC,BAB,CCC,BBB,CCB,AAA,CCC
AAA,CCC,ABA,CCC,BBA,CBB,AAA,CCC
AAB,CCC,BAA,CCC,BAB,BBB,AAA,CCC
ABA,CCC,AAA,CCC,ABA,BBC,AAA,CCC
BAA,CCC,AAA,CCC,BAA,BCC,AAA,CCC
AAA,CCB,AAA,CCC,AAA,CCC,AAA,CCC
AAA,CBB,AAA,CCC,AAA,CCB,AAA,CCC
AAA,BBB,AAA,CCC,AAB,CBC,AAB,CCC
AAA,BBB,AAA,CCC,ABA,BCB,ABB,CCC
AAA,BBB,AAA,CCC,BAA,CBC,BBB,CCC
AAA,BBB,AAA,CCC,AAB,BCC,BBA,CCC
AAB,BBC,AAB,CCC,ABB,CCC,BAA,CCC
ABB,BCC,ABB,CCC,BBB,CCC,AAA,CCC
BBB,CCC,BBB,CCC,BBB,CCC,AAA,CCC
BBB,CCC,BBB,CCC,BBC,CCC,AAA,CCC
BBA,CCC,BBB,CCC,BCC,CCC,AAA,CCC
