0,1,2,3,4,5,6,7
CCB,CCC,CCC,CCC,BCC,CCC,BBB,CCC
CBB,CCC,CCC,CCC,CCC,CCC,BBB,CCC
BBC,CCC,CCC,CCC,CCC,CCC,BBB,CCC
BCC,CCC,CCC,CCC,CCB,CCC,BBB,CCC
CCC,CCC,CCC,CCC,CBB,CCC,BBC,CCC
CCC,CCC,CCB,CCC,BBB,CCC,BCB,CCB
CCB,CCC,CBB,CCC,BBB,CCB,CBB,CBB
CBB,CCC,BBB,CCC,BBB,CBB,BBB,BBB
BBC,CCC,BBB,CCC,BBC,BBB,BBB,BBC
BCC,CCC,BBB,CCC,BCB,BBC,BBC,BCB
CCB,CCC,BBB,CCB,CBC,BCC,BCB,CBC
CBC,CCC,BBB,CBB,BCB,CCB,CBB,BCC
BCC,CCC,BBB,BBB,CBB,CBB,BBB,CCC
CCC,CCC,BBB,BBC,BBC,BBB,BBB,CCB
CCC,CCC,BBA,BCC,BCC,BBB,BBB,CBB
CCB,CCC,BAA,CCB,CCC,BBB,BBB,BBB
CBB,CCC,AAB,CBB,CCB,BBC,BBB,BBB
BBB,CCC,ABA,BBB,CBC,BCC,BBC,BBC
BBA,CCC,BAA,BBC,BCC,CCA,BCB,BCB
BAC,CCC,AAA,BCC,CCC,CAA,CBC,CBC
ACC,CCC,AAA,CCC,CCC,AAB,BCB,BCC
CCC,CCC,AAA,CCC,CCC,ABB,CBA,CCC
CCB,CCC,AAA,CCC,CCC,BBC,BAA,CCC
CBB,CCC,AAA,CCC,CCC,BCC,AAA,CCC
BBA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
BAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAB,CCC,AAA,CCC,CCC,CCC,AAA,CCC
ABA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
BAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCB,CCB,CCC,AAA,CCB
AAA,CCC,AAB,CBB,CBB,CCB,AAA,CBB
AAA,CCC,ABB,BBA,BBA,CBB,AAB,BBA
AAB,CCC,BBC,BAA,BAA,BBB,ABC,BAA
ABB,CCC,BCC,AAA,AAA,BBA,BCC,AAA
BBB,CCC,CCC,AAA,AAA,BAA,CCC,AAA
BBB,CCC,CCC,AAA,AAA,AAA,CCC,AAA
BBC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
BCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCB,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CBC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
BCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCB,CCC,CCC,AAA,AAA,AAA,CCB,AAA
CBB,CCC,CCC,AAA,AAA,AAA,CBB,AAA
BBB,CCC,CCC,AAA,AAA,AAA,BBB,AAA
BBB,CCC,CCC,AAA,AAA,AAA,BBB,AAA
BBC,CCC,CCC,AAA,AAA,AAA,BBB,AAA
BCC,CCC,CCC,AAA,AAA,AAA,BBB,AAA
CCB,CCC,CCC,AAA,AAA,AAA,BBB,AAA
CBB,CCC,CCC,AAB,AAA,AAA,BBB,AAA
BBC,CCC,CCC,ABB,AAA,AAA,BBB,AAA
BCC,CCC,CCC,BBA,AAA,AAA,BBC,AAA
CCC,CCC,CCB,BAB,AAA,AAA,BCB,AAA
CCC,CCC,CBC,ABA,AAB,AAA,CBB,AAA
CCB,CCC,BCB,BAA,ABB,AAB,BBA,AAA
CBB,CCC,CBB,AAB,BBB,ABB,BAB,AAB
BBB,CCC,BBB,ABB,BBB,BBB,ABB,ABA
BBB,CCC,BBC,BBB,BBC,BBC,BBB,BAA
BBA,CCC,BCC,BBB,BCC,BCB,BBB,AAB
BAB,CCC,CCC,BBB,CCA,CBB,BBB,ABA
ABC,CCC,CCC,BBA,CAA,BBA,BBC,BAA
BCA,CCC,CCA,BAA,AAA,BAA,BCA,AAA
CAA,CCC,CAA,AAA,AAA,AAA,CAA,AAA
AAA,CCC,AAA,AAA,AAA,AAA,AAB,AAA
AAA,CCC,AAA,AAA,AAA,AAA,ABA,AAA
AAA,CCC,AAA,AAA,AAA,AAA,BAA,AAA
AAA,CCC,AAA,AAA,AAA,AAA,AAA,AAA
AAA,CCC,AAA,AAA,AAA,AAA,AAA,AAA
AAA,CCC,AAA,AAA,AAA,AAA,AAA,AAA
AAA,CCC,AAA,AAA,AAA,AAA,AAA,AAA
AAA,CCC,AAA,AAA,AAA,AAA,AAA,AAA
AAA,CCC,AAA,AAA,AAA,AAA,AAA,AAA
AAA,CCC,AAA,AAB,AAA,AAA,AAA,AAA
AAA,CCC,AAA,ABB,AAA,AAB,AAB,AAA
AAB,CCC,AAB,BBB,AAB,ABB,ABB,AAB
ABB,CCC,ABB,BBC,ABB,BBB,BBB,ABB
BBB,CCC,BBB,BCC,BBB,BBC,BBC,BBB
BBC,CCC,BBB,CCC,BBC,BCC,BCC,BBC
BCC,CCC,BBC,CCC,BCC,CCC,CCC,BCC
CCC,CCC,BCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCB,CCC
CCB,CCC,CCB,CCC,CCC,CCC,CBC,CCC
CBC,CCC,CBC,CCC,CCC,CCC,BCC,CCC
BCC,CCC,BCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,CCC
CCC,CCC,CCB,CCB,CCC,CCC,CCB,CCC
CCC,CCC,CBB,CBC,CCC,CCC,CBB,CCC
CCB,CCC,BBB,BCB,CCC,CCC,BBB,CCC
CBB,CCC,BBB,CBB,CCC,CCC,BBB,CCC
BBB,CCC,BBA,BBC,CCC,CCC,BBB,CCC
BBA,CCC,BAA,BCA,CCB,CCC,BBC,CCB
BAA,CCC,AAB,CAC,CBB,CCC,BCC,CBB
AAB,CCC,ABB,ACC,BBC,CCC,CCC,BBB
ABB,CCC,BBB,CCC,BCC,CCC,CCC,BBC
BBB,CCC,BBC,CCC,CCC,CCC,CCC,BCC
BBB,CCC,BCB,CCB,CCC,CCC,CCB,CCB
BBB,CCC,CBC,CBB,CCC,CCA,CBC,CBC
BBA,CCC,BCA,BBA,CCB,CAA,BCC,BCA
BAA,CCC,CAA,BAA,CBA,AAA,CCA,CAA
AAA,CCC,AAB,AAB,BAB,AAA,CAB,AAA
AAA,CCC,ABC,ABB,ABB,AAA,ABA,AAB
AAA,CCC,BCA,BBC,BBB,AAA,BAB,ABB
AAA,CCC,CAA,BCC,BBB,AAA,ABA,BBB
AAA,CCC,AAA,CCC,BBC,AAB,BAB,BBC
AAA,CCC,AAA,CCC,BCC,ABB,ABB,BCC
AAA,CCC,AAA,CCC,CCC,BBB,BBA,CCC
AAA,CCC,AAA,CCC,CCC,BBC,BAA,CCC
AAA,CCC,AAA,CCC,CCC,BCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAB,CCC
AAB,CCC,AAA,CCC,CCC,CCC,ABB,CCC
ABB,CCC,AAA,CCB,CCB,CCC,BBB,CCB
BBB,CCC,AAA,CBB,CBB,CCC,BBB,CBB
BBC,CCC,AAB,BBB,BBC,CCC,BBB,BBB
BCC,CCC,ABB,BBA,BCC,CCC,BBC,BBA
CCC,CCC,BBB,BAA,CCB,CCB,BCB,BAA
CCC,CCC,BBC,AAA,CBB,CBB,CBB,AAA
CCC,CCC,BCC,AAA,BBB,BBB,BBC,AAA
CCC,CCC,CCC,AAB,BBA,BBB,BCC,AAB
CCC,CCC,CCC,ABA,BAA,BBB,CCB,ABA
CCC,CCC,CCC,BAA,AAA,BBA,CBC,BAB
CCC,CCC,CCC,AAA,AAA,BAA,BCC,ABA
CCC,CCC,CCC,AAB,AAA,AAA,CCC,BAB
CCC,CCC,CCC,ABA,AAA,AAA,CCB,ABA
CCC,CCC,CCC,BAA,AAA,AAA,CBC,BAB
CCC,CCC,CCC,AAA,AAA,AAA,BCC,ABA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,BAA
CCC,CCC,CCC,AAA,AAA,AAB,CCC,AAA
CCC,CCC,CCC,AAA,AAA,ABB,CCB,AAA
CCC,CCC,CCC,AAB,AAA,BBB,CBB,AAA
CCC,CCC,CCC,ABB,AAA,BBA,BBC,AAA
CCC,CCC,CCC,BBB,AAA,BAB,BCC,AAA
CCC,CCC,CCC,BBA,AAA,ABA,CCC,AAA
CCC,CCC,CCC,BAA,AAB,BAB,CCC,AAA
CCC,CCC,CCC,AAA,ABB,ABA,CCC,AAB
CCC,CCC,CCC,AAA,BBA,BAA,CCC,ABB
CCC,CCC,CCC,AAA,BAB,AAA,CCC,BBB
CCB,CCC,CCC,AAA,ABB,AAA,CCC,BBB
CBB,CCC,CCB,AAA,BBB,AAA,CCB,BBC
BBB,CCC,CBB,AAA,BBC,AAA,CBB,BCB
BBB,CCC,BBB,AAB,BCC,AAA,BBB,CBB
BBB,CCC,BBC,ABB,CCB,AAA,BBB,BBB
BBB,CCC,BCC,BBB,CBB,AAA,BBA,BBA
BBC,CCC,CCB,BBB,BBB,AAA,BAA,BAC
BCC,CCC,CBC,BBB,BBB,AAA,AAB,ACB
CCC,CCC,BCC,BBB,BBA,AAA,ABB,CBC
CCB,CCC,CCC,BBB,BAA,AAB,BBB,BCB
CBC,CCC,CCB,BBC,AAB,ABB,BBB,CBC
BCB,CCC,CBB,BCC,ABB,BBB,BBA,BCC
CBC,CCC,BBB,CCC,BBC,BBB,BAA,CCC
BCB,CCC,BBA,CCC,BCB,BBC,AAA,CCC
CBA,CCC,BAA,CCB,CBB,BCC,AAB,CCC
BAA,CCC,AAA,CBC,BBB,CCC,ABB,CCC
AAA,CCC,AAA,BCC,BBB,CCC,BBA,CCC
AAB,CCC,AAB,CCC,BBB,CCC,BAB,CCB
ABB,CCC,ABB,CCC,BBA,CCC,ABB,CBB
BBB,CCC,BBB,CCC,BAA,CCB,BBC,BBB
BBA,CCC,BBC,CCA,AAA,CBA,BCA,BBA
BAB,CCC,BCB,CAC,AAA,BAB,CAB,BAB
ABB,CCC,CBB,ACB,AAB,ABB,ABB,ABB
BBB,CCC,BBB,CBB,ABB,BBB,BBB,BBA
BBA,CCC,BBC,BBC,BBB,BBB,BBB,BAA
BAB,CCC,BCC,BCB,BBB,BBB,BBB,AAB
ABA,CCC,CCB,CBB,BBA,BBB,BBB,ABB
BAA,CCC,CBA,BBA,BAA,BBA,BBB,BBA
AAA,CCC,BAA,BAA,AAA,BAA,BBA,BAA
AAA,CCC,AAA,AAA,AAA,AAA,BAC,AAA
AAB,CCC,AAA,AAA,AAA,AAA,ACC,AAA
ABC,CCC,AAA,AAA,AAA,AAA,CCC,AAC
BCC,CCC,AAA,AAA,AAA,AAA,CCC,ACC
CCC,CCC,AAA,AAA,AAA,AAA,CCC,CCC
CCB,CCC,AAA,AAA,AAA,AAA,CCB,CCC
CBB,CCC,AAA,AAA,AAA,AAA,CBB,CCC
BBB,CCC,AAA,AAA,AAA,AAA,BBB,CCC
BBB,CCC,AAA,AAA,AAA,AAA,BBB,CCC
BBC,CCC,AAA,AAA,AAA,AAA,BBB,CCC
BCC,CCC,AAA,AAB,AAA,AAA,BBB,CCC
CCB,CCC,AAA,ABB,AAA,AAB,BBA,CCC
CBA,CCC,AAA,BBB,AAA,ABB,BAA,CCC
BAA,CCC,AAB,BBB,AAB,BBB,AAA,CCC
AAA,CCC,ABB,BBB,ABB,BBB,AAA,CCB
AAA,CCC,BBB,BBC,BBB,BBC,AAA,CBB
AAA,CCC,BBB,BCC,BBC,BCC,AAA,BBA
AAA,CCC,BBC,CCC,BCC,CCC,AAB,BAA
AAB,CCC,BCC,CCC,CCC,CCC,ABB,AAA
ABB,CCC,CCC,CCC,CCC,CCC,BBB,AAA
BBB,CCC,CCC,CCC,CCC,CCC,BBB,AAA
BBB,CCC,CCC,CCC,CCC,CCC,BBB,AAA
BBB,CCC,CCC,CCC,CCC,CCC,BBB,AAA
BBC,CCC,CCC,CCC,CCC,CCC,BBC,AAA
BCC,CCC,CCC,CCC,CCC,CCC,BCC,AAA
CCC,CCC,CCC,CCC,CCC,CCC,CCC,AAA
CCC,CCC,CCC,CCC,CCC,CCC,CCC,AAA
CCC,CCC,CCC,CCC,CCC,CCC,CCB,AAA
CCC,CCC,CCC,CCC,CCC,CCC,CBC,AAB
CCB,CCC,CCC,CCC,CCC,CCC,BCB,ABB
CBB,CCC,CCC,CCC,CCC,CCC,CBB,BBA
BBC,CCC,CCC,CCC,CCC,CCC,BBC,BAA
BCC,CCC,CCC,CCC,CCC,CCC,BCC,AAA
CCC,CCC,CCC,CCC,CCC,CCC,CCB,AAA
CCC,CCC,CCC,CCC,CCC,CCC,CBB,AAA
CCC,CCC,CCC,CCC,CCC,CCC,BBB,AAA
CCB,CCC,CCC,CCC,CCC,CCC,BBC,AAA
CBB,CCC,CCC,CCC,CCC,CCC,BCC,AAA
BBC,CCC,CCC,CCC,CCC,CCC,CCC,AAA
BCB,CCC,CCC,CCC,CCC,CCC,CCC,AAA
CBB,CCC,CCC,CCC,CCC,CCC,CCC,AAA
BBB,CCC,CCC,CCB,CCC,CCC,CCC,AAA
BBC,CCC,CCC,CBB,CCC,CCC,CCC,AAA
BCC,CCC,CCB,BBC,CCC,CCC,CCC,AAA
CCB,CCC,CBC,BCC,CCC,CCC,CCC,AAA
CBB,CCC,BCB,CCB,CCC,CCC,CCB,AAA
BBB,CCC,CBB,CBC,CCC,CCC,CBB,AAB
BBB,CCC,BBA,BCB,CCC,CCC,BBB,ABB
BBA,CCC,BAB,CBC,CCC,CCC,BBA,BBB
BAA,CCC,ABB,BCB,CCC,CCC,BAA,BBC
AAA,CCC,BBA,CBB,CCC,CCC,AAA,BCC
AAB,CCC,BAA,BBB,CCC,CCC,AAC,CCC
ABB,CCC,AAA,BBA,CCC,CCC,ACC,CCB
BBB,CCC,AAB,BAA,CCC,CCB,CCB,CBB
BBC,CCC,ABB,AAB,CCC,CBC,CBB,BBB
BCC,CCC,BBA,ABB,CCB,BCC,BBB,BBB
CCC,CCC,BAB,BBB,CBB,CCB,BBB,BBB
CCC,CCC,ABC,BBB,BBB,CBC,BBB,BBC
CCB,CCC,BCC,BBC,BBB,BCC,BBB,BCC
CBC,CCC,CCC,BCB,BBB,CCC,BBB,CCB
BCB,CCC,CCB,CBB,BBB,CCB,BBB,CBA
CBB,CCC,CBB,BBA,BBC,CBB,BBB,BAB
BBA,CCC,BBC,BAA,BCB,BBC,BBB,ABB
BAA,CCC,BCC,AAB,CBC,BCB,BBB,BBC
AAB,CCC,CCC,ABB,BCB,CBA,BBC,BCC
ABC,CCC,CCC,BBA,CBA,BAA,BCC,CCA
BCC,CCC,CCC,BAA,BAA,AAA,CCC,CAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCB,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CBC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,BCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCB,CCC,CCB,AAB,AAA,AAB,CCB,AAB
CBB,CCC,CBB,ABB,AAA,ABB,CBB,ABB
BBB,CCC,BBB,BBB,AAB,BBB,BBB,BBB
BBB,CCC,BBB,BBB,ABB,BBB,BBB,BBB
BBA,CCC,BBA,BBC,BBB,BBC,BBA,BBC
BAA,CCC,BAA,BCC,BBC,BCC,BAA,BCC
AAA,CCC,AAA,CCC,BCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCB
AAA,CCC,AAA,CCB,CCC,CCC,AAA,CBB
AAA,CCC,AAA,CBC,CCC,CCC,AAA,BBC
AAA,CCC,AAA,BCC,CCC,CCC,AAA,BCC
AAA,CCC,AAA,CCB,CCC,CCC,AAA,CCB
AAA,CCC,AAA,CBB,CCC,CCC,AAA,CBC
AAA,CCC,AAA,BBB,CCC,CCC,AAA,BCB
AAA,CCC,AAA,BBB,CCC,CCC,AAA,CBB
AAB,CCC,AAB,BBB,CCC,CCC,AAA,BBB
ABA,CCC,ABB,BBA,CCB,CCC,AAA,BBB
BAB,CCC,BBB,BAB,CBB,CCB,AAA,BBC
ABA,CCC,BBB,ABB,BBB,CBB,AAB,BCC
BAA,CCC,BBC,BBB,BBA,BBB,ABB,CCC
AAA,CCC,BCC,BBB,BAB,BBB,BBB,CCB
AAA,CCC,CCB,BBB,ABB,BBB,BBB,CBB
AAA,CCC,CBB,BBB,BBB,BBB,BBB,BBC
AAA,CCC,BBB,BBC,BBC,BBA,BBB,BCB
AAB,CCC,BBB,BCA,BCC,BAB,BBB,CBC
