0,1,2,3,4,5,6,7
BBB,CCC,CBB,ACC,BCC,BBB,BCB,CBA
BBC,CCC,BBB,CCC,CCC,BBC,CBB,BAA
BCB,CCC,BBB,CCC,CCB,BCC,BBC,AAB
CBC,CCC,BBC,CCC,CBB,CCC,BCC,ABA
BCB,CCC,BCB,CCB,BBB,CCB,CCC,BAA
CBC,CCC,CBB,CBC,BBA,CBC,CCB,AAA
BCC,CCC,BBA,BCC,BAA,BCC,CBC,AAA
CCB,CCC,BAB,CCB,AAB,CCB,BCA,AAA
CBB,CCC,ABA,CBB,ABA,CBB,CAB,AAA
BBB,CCC,BAA,BBB,BAA,BBB,ABB,AAB
BBB,CCC,AAA,BBB,AAA,BBA,BBA,ABB
BBB,CCC,AAA,BBB,AAA,BAA,BAA,BBB
BBA,CCC,AAA,BBC,AAA,AAB,AAA,BBB
BAA,CCC,AAB,BCC,AAA,ABB,AAA,BBC
AAA,CCC,ABB,CCC,AAA,BBB,AAA,BCC
AAB,CCC,BBA,CCB,AAB,BBB,AAA,CCC
ABA,CCC,BAB,CBB,ABA,BBB,AAA,CCC
BAB,CCC,ABB,BBB,BAB,BBB,AAB,CCC
ABA,CCC,BBA,BBB,ABB,BBA,ABB,CCC
BAA,CCC,BAA,BBC,BBA,BAB,BBA,CCC
AAA,CCC,AAA,BCC,BAC,ABC,BAA,CCC
AAA,CCC,AAA,CCC,ACC,BCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAB,CCC,CCB,CCB,AAA,CCB
AAB,CCC,ABB,CCB,CBB,CBB,AAB,CBB
ABC,CCC,BBC,CBA,BBA,BBB,ABC,BBA
BCC,CCC,BCC,BAA,BAA,BBA,BCC,BAA
CCC,CCC,CCC,AAA,AAA,BAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAB,AAA,CCC,AAA
CCC,CCC,CCC,AAA,ABB,AAB,CCC,AAA
CCC,CCC,CCC,AAA,BBA,ABA,CCC,AAA
CCC,CCC,CCC,AAA,BAA,BAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCB,AAA
CCC,CCC,CCC,AAA,AAA,AAB,CBC,AAA
CCC,CCC,CCC,AAB,AAA,ABB,BCC,AAA
CCC,CCC,CCC,ABB,AAB,BBB,CCC,AAA
CCC,CCC,CCC,BBB,ABB,BBB,CCC,AAA
CCC,CCC,CCC,BBB,BBA,BBA,CCC,AAA
CCB,CCC,CCC,BBB,BAB,BAB,CCC,AAA
CBB,CCC,CCC,BBB,ABB,ABA,CCC,AAA
BBB,CCC,CCC,BBC,BBB,BAA,CCC,AAA
BBB,CCC,CCC,BCA,BBB,AAA,CCC,AAA
BBC,CCC,CCC,CAA,BBB,AAA,CCC,AAA
BCC,CCC,CCC,AAA,BBB,AAA,CCC,AAA
CCC,CCC,CCC,AAB,BBA,AAB,CCB,AAB
CCC,CCC,CCC,ABA,BAB,ABB,CBC,ABB
CCC,CCC,CCB,BAA,ABB,BBB,BCB,BBB
CCB,CCC,CBC,AAB,BBB,BBB,CBB,BBA
CBA,CCC,BCC,ABB,BBB,BBB,BBB,BAB
BAA,CCC,CCC,BBB,BBB,BBB,BBB,ABA
AAA,CCC,CCB,BBB,BBC,BBB,BBC,BAA
AAA,CCC,CBC,BBB,BCC,BBC,BCC,AAA
AAB,CCC,BCB,BBB,CCC,BCB,CCB,AAA
ABB,CCC,CBB,BBA,CCA,CBA,CBC,AAA
BBA,CCC,BBA,BAA,CAA,BAA,BCB,AAA
BAA,CCC,BAA,AAA,AAA,AAA,CBA,AAB
AAA,CCC,AAB,AAB,AAA,AAA,BAA,ABA
AAA,CCC,ABA,ABA,AAA,AAA,AAA,BAA
AAA,CCC,BAA,BAA,AAA,AAA,AAA,AAA
AAA,CCC,AAA,AAA,AAA,AAA,AAA,AAA
AAA,CCC,AAA,AAA,AAA,AAA,AAA,AAA
AAB,CCC,AAA,AAA,AAA,AAA,AAA,AAA
ABB,CCC,AAA,AAA,AAA,AAA,AAA,AAA
BBB,CCC,AAB,AAA,AAA,AAA,AAA,AAA
BBB,CCC,ABB,AAA,AAA,AAA,AAB,AAB
BBB,CCC,BBB,AAA,AAA,AAA,ABB,ABB
BBC,CCC,BBB,AAB,AAA,AAB,BBA,BBB
BCC,CCC,BBB,ABC,AAB,ABB,BAB,BBB
CCC,CCC,BBB,BCC,ABB,BBC,ABB,BBB
CCB,CCC,BBB,CCC,BBC,BCC,BBC,BBA
CBB,CCC,BBC,CCC,BCC,CCC,BCC,BAA
BBC,CCC,BCC,CCC,CCC,CCC,CCC,AAB
BCC,CCC,CCC,CCC,CCC,CCC,CCC,ABC
CCC,CCC,CCC,CCC,CCC,CCC,CCC,BCC
CCC,CCC,CCC,CCB,CCC,CCC,CCC,CCC
CCC,CCC,CCC,CBB,CCC,CCC,CCC,CCC
CCC,CCC,CCC,BBB,CCC,CCC,CCC,CCC
CCC,CCC,CCB,BBB,CCC,CCC,CCC,CCC
CCC,CCC,CBC,BBB,CCC,CCC,CCC,CCC
CCC,CCC,BCC,BBB,CCC,CCC,CCC,CCC
CCC,CCC,CCC,BBA,CCC,CCC,CCC,CCC
CCB,CCC,CCC,BAA,CCC,CCC,CCC,CCC
CBB,CCC,CCC,AAB,CCC,CCC,CCC,CCB
BBB,CCC,CCC,ABB,CCC,CCC,CCC,CBB
BBB,CCC,CCC,BBB,CCC,CCC,CCC,BBB
BBC,CCC,CCB,BBC,CCC,CCC,CCC,BBB
BCB,CCC,CBB,BCC,CCC,CCC,CCB,BBB
CBC,CCC,BBB,CCC,CCC,CCC,CBC,BBC
BCC,CCC,BBB,CCC,CCC,CCC,BCC,BCC
CCB,CCC,BBB,CCC,CCC,CCC,CCC,CCB
CBB,CCC,BBB,CCC,CCC,CCC,CCC,CBB
BBB,CCC,BBB,CCB,CCC,CCC,CCC,BBB
BBC,CCC,BBB,CBB,CCB,CCC,CCC,BBB
BCB,CCC,BBC,BBB,CBB,CCC,CCC,BBB
CBB,CCC,BCB,BBB,BBB,CCC,CCB,BBB
BBC,CCC,CBB,BBB,BBB,CCC,CBB,BBB
BCB,CCC,BBB,BBB,BBB,CCC,BBB,BBB
CBA,CCC,BBB,BBC,BBA,CCC,BBA,BBC
BAA,CCC,BBC,BCA,BAA,CCB,BAB,BCA
AAA,CCC,BCB,CAB,AAC,CBB,ABA,CAC
AAA,CCC,CBC,ABB,ACA,BBB,BAA,ACC
AAA,CCC,BCC,BBB,CAB,BBB,AAA,CCB
AAA,CCC,CCA,BBB,ABC,BBB,AAA,CBB
AAA,CCC,CAB,BBB,BCC,BBC,AAB,BBB
AAA,CCC,ABB,BBB,CCC,BCA,ABC,BBC
AAA,CCC,BBB,BBA,CCC,CAA,BCB,BCA
AAA,CCC,BBB,BAB,CCA,AAB,CBA,CAA
AAA,CCC,BBC,ABC,CAC,ABC,BAA,AAC
AAA,CCC,BCC,BCC,ACC,BCC,AAB,ACC
AAA,CCC,CCC,CCC,CCC,CCC,ABB,CCC
AAA,CCC,CCC,CCC,CCC,CCC,BBB,CCC
AAB,CCC,CCC,CCC,CCC,CCC,BBB,CCC
ABB,CCC,CCC,CCC,CCC,CCC,BBB,CCC
BBB,CCC,CCC,CCC,CCC,CCC,BBB,CCC
BBC,CCC,CCC,CCC,CCC,CCC,BBC,CCC
BCC,CCC,CCB,CCC,CCC,CCC,BCC,CCC
CCC,CCC,CBB,CCC,CCC,CCC,CCC,CCC
CCC,CCC,BBB,CCC,CCC,CCC,CCC,CCC
CCC,CCC,BBB,CCC,CCC,CCC,CCC,CCC
CCB,CCC,BBB,CCB,CCB,CCB,CCB,CCB
CBA,CCC,BBA,CBB,CBB,CBB,CBB,CBB
BAB,CCC,BAA,BBB,BBB,BBB,BBB,BBA
ABB,CCC,AAA,BBA,BBA,BBA,BBB,BAA
BBA,CCC,AAA,BAA,BAA,BAA,BBB,AAA
BAA,CCC,AAA,AAA,AAA,AAA,BBB,AAA
AAA,CCC,AAA,AAA,AAA,AAA,BBB,AAA
AAA,CCC,AAA,AAA,AAA,AAA,BBA,AAA
AAA,CCC,AAB,AAA,AAA,AAA,BAA,AAA
AAB,CCC,ABB,AAA,AAA,AAA,AAB,AAA
ABB,CCC,BBB,AAA,AAA,AAA,ABA,AAA
BBB,CCC,BBB,AAA,AAA,AAA,BAB,AAA
BBC,CCC,BBB,AAA,AAA,AAA,ABB,AAA
BCC,CCC,BBB,AAA,AAB,AAA,BBB,AAA
CCC,CCC,BBC,AAA,ABB,AAA,BBB,AAA
CCB,CCC,BCB,AAA,BBB,AAA,BBB,AAA
CBC,CCC,CBC,AAA,BBB,AAB,BBC,AAA
BCC,CCC,BCC,AAA,BBB,ABA,BCB,AAA
CCB,CCC,CCB,AAB,BBA,BAB,CBB,AAA
CBB,CCC,CBB,ABB,BAA,ABA,BBB,AAA
BBB,CCC,BBC,BBB,AAB,BAA,BBB,AAA
BBB,CCC,BCC,BBB,ABB,AAA,BBB,AAA
BBA,CCC,CCB,BBB,BBA,AAA,BBB,AAB
BAA,CCC,CBB,BBB,BAA,AAA,BBC,ABB
AAA,CCC,BBA,BBC,AAA,AAB,BCC,BBB
AAA,CCC,BAB,BCC,AAA,ABB,CCC,BBB
AAA,CCC,ABA,CCB,AAA,BBB,CCC,BBC
AAB,CCC,BAA,CBB,AAA,BBB,CCC,BCB
ABB,CCC,AAB,BBA,AAA,BBB,CCB,CBB
BBA,CCC,ABB,BAA,AAA,BBB,CBB,BBB
BAC,CCC,BBB,AAB,AAA,BBB,BBB,BBB
ACC,CCC,BBB,ABB,AAA,BBB,BBB,BBC
CCC,CCC,BBB,BBB,AAA,BBB,BBB,BCC
CCC,CCC,BBB,BBB,AAA,BBB,BBB,CCC
CCC,CCC,BBC,BBB,AAA,BBA,BBA,CCB
CCB,CCC,BCA,BBA,AAA,BAB,BAB,CBB
CBC,CCC,CAA,BAB,AAB,ABB,ABB,BBB
BCC,CCC,AAB,ABC,ABB,BBB,BBA,BBB
CCB,CCC,ABA,BCC,BBB,BBB,BAA,BBC
CBB,CCC,BAA,CCC,BBA,BBB,AAB,BCB
BBB,CCC,AAB,CCC,BAA,BBA,ABB,CBC
BBB,CCC,ABB,CCB,AAB,BAB,BBA,BCB
BBB,CCC,BBA,CBB,ABB,ABB,BAA,CBC
BBB,CCC,BAB,BBB,BBB,BBB,AAB,BCB
BBB,CCC,ABB,BBB,BBA,BBC,ABB,CBB
BBC,CCC,BBB,BBB,BAA,BCB,BBB,BBC
BCC,CCC,BBB,BBB,AAB,CBA,BBA,BCA
CCC,CCC,BBB,BBB,ABB,BAB,BAC,CAC
CCC,CCC,BBC,BBB,BBB,ABC,ACB,ACB
CCC,CCC,BCB,BBB,BBA,BCB,CBA,CBB
CCB,CCC,CBC,BBB,BAA,CBC,BAB,BBA
CBB,CCC,BCB,BBC,AAA,BCC,ABA,BAB
BBA,CCC,CBB,BCC,AAB,CCC,BAA,ABB
BAB,CCC,BBB,CCB,ABC,CCA,AAA,BBB
ABA,CCC,BBA,CBA,BCC,CAA,AAA,BBA
BAA,CCC,BAA,BAA,CCA,AAA,AAA,BAA
AAB,CCC,AAA,AAC,CAC,AAA,AAA,AAB
ABA,CCC,AAA,ACC,ACB,AAA,AAA,ABC
BAA,CCC,AAA,CCB,CBC,AAA,AAB,BCC
AAA,CCC,AAA,CBB,BCA,AAA,ABA,CCC
AAB,CCC,AAA,BBB,CAA,AAA,BAA,CCC
ABB,CCC,AAA,BBB,AAA,AAA,AAB,CCC
BBB,CCC,AAA,BBC,AAA,AAB,ABB,CCC
BBC,CCC,AAA,BCC,AAB,ABB,BBB,CCC
BCC,CCC,AAA,CCC,ABB,BBB,BBC,CCC
CCB,CCC,AAA,CCC,BBB,BBB,BCB,CCB
CBB,CCC,AAA,CCC,BBB,BBC,CBB,CBB
BBB,CCC,AAA,CCC,BBB,BCC,BBA,BBB
BBA,CCC,AAA,CCC,BBB,CCC,BAA,BBB
BAA,CCC,AAA,CCB,BBB,CCC,AAA,BBB
AAA,CCC,AAA,CBB,BBB,CCC,AAA,BBA
AAA,CCC,AAB,BBB,BBB,CCB,AAA,BAA
AAA,CCC,ABB,BBB,BBC,CBB,AAA,AAA
AAA,CCC,BBB,BBA,BCB,BBB,AAA,AAA
AAA,CCC,BBC,BAA,CBC,BBB,AAB,AAA
AAB,CCC,BCC,AAA,BCC,BBB,ABB,AAA
ABB,CCC,CCC,AAA,CCC,BBA,BBB,AAA
BBB,CCC,CCC,AAA,CCC,BAA,BBC,AAA
BBC,CCC,CCC,AAA,CCC,AAA,BCC,AAA
BCC,CCC,CCC,AAB,CCC,AAA,CCC,AAA
CCC,CCC,CCC,ABA,CCC,AAB,CCC,AAA
CCC,CCC,CCC,BAA,CCC,ABB,CCC,AAA
CCC,CCC,CCC,AAA,CCC,BBB,CCC,AAA
CCC,CCC,CCB,AAB,CCC,BBC,CCC,AAA
CCC,CCC,CBC,ABB,CCC,BCC,CCC,AAB
CCC,CCC,BCC,BBB,CCC,CCC,CCC,ABB
CCC,CCC,CCC,BBB,CCC,CCC,CCC,BBB
CCC,CCC,CCC,BBB,CCC,CCC,CCC,BBB
CCC,CCC,CCC,BBC,CCC,CCC,CCC,BBB
CCB,CCC,CCC,BCC,CCC,CCC,CCC,BBA
CBB,CCC,CCC,CCC,CCB,CCC,CCC,BAB
BBB,CCC,CCC,CCB,CBC,CCB,CCC,ABA
BBB,CCC,CCC,CBB,BCC,CBB,CCC,BAB
BBB,CCC,CCC,BBC,CCC,BBB,CCC,ABA
BBA,CCC,CCB,BCB,CCB,BBC,CCC,BAB
BAA,CCC,CBC,CBC,CBB,BCC,CCB,ABC
AAB,CCC,BCC,BCB,BBB,CCC,CBC,BCB
ABB,CCC,CCC,CBB,BBB,CCB,BCC,CBC
BBB,CCC,CCB,BBB,BBB,CBC,CCC,BCC
BBC,CCC,CBC,BBB,BBC,BCC,CCB,CCB
BCC,CCC,BCC,BBA,BCB,CCC,CBB,CBB
CCC,CCC,CCC,BAA,CBB,CCB,BBC,BBB
CCC,CCC,CCB,AAA,BBC,CBC,BCB,BBC
CCC,CCC,CBB,AAA,BCC,BCB,CBB,BCB
CCC,CCC,BBB,AAA,CCC,CBB,BBB,CBC
CCB,CCC,BBB,AAA,CCB,BBB,BBB,BCB
CBC,CCC,BBB,AAC,CBB,BBC,BBC,CBC
BCC,CCC,BBB,ACC,BBB,BCB,BCC,BCB
CCB,CCC,BBB,CCB,BBB,CBB,CCB,CBB
CBB,CCC,BBA,CBC,BBC,BBB,CBB,BBA
BBB,CCC,BAA,BCC,BCC,BBB,BBA,BAB
BBB,CCC,AAB,CCC,CCB,BBA,BAB,ABC
BBB,CCC,ABA,CCC,CBB,BAB,ABA,BCC
BBA,CCC,BAB,CCB,BBC,ABC,BAA,CCB
BAC,CCC,ABA,CBB,BCC,BCC,AAA,CBB
ACC,CCC,BAB,BBC,CCB,CCB,AAA,BBC
CCC,CCC,ABC,BCA,CBB,CBA,AAB,BCC
CCB,CCC,BCB,CAA,BBC,BAB,ABB,CCC
CBB,CCC,CBC,AAA,BCC,ABB,BBB,CCC
BBC,CCC,BCB,AAB,CCC,BBA,BBC,CCB
BCC,CCC,CBC,ABA,CCA,BAA,BCC,CBA
CCC,CCC,BCC,BAA,CAB,AAA,CCC,BAB
CCC,CCC,CCC,AAA,ABA,AAA,CCC,ABA
CCC,CCC,CCC,AAA,BAA,AAA,CCC,BAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCB,CCC,CCB,AAB,AAA,AAA,CCB,AAB
CBB,CCC,CBB,ABB,AAB,AAA,CBB,ABB
BBB,CCC,BBB,BBB,ABB,AAB,BBB,BBC
BBB,CCC,BBB,BBC,BBB,ABB,BBB,BCC
BBA,CCC,BBA,BCC,BBC,BBC,BBA,CCC
BAA,CCC,BAA,CCC,BCC,BCC,BAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCB
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CBB
AAA,CCC,AAA,CCC,CCC,CCC,AAA,BBB
AAA,CCC,AAA,CCC,CCC,CCC,AAA,BBB
AAA,CCC,AAA,CCC,CCC,CCC,AAA,BBB
AAA,CCC,AAA,CCC,CCC,CCC,AAA,BBB
AAA,CCC,AAA,CCB,CCC,CCC,AAA,BBB
AAA,CCC,AAA,CBB,CCC,CCC,AAA,BBB
AAA,CCC,AAA,BBB,CCC,CCC,AAA,BBB
AAA,CCC,AAA,BBB,CCC,CCC,AAA,BBB
AAA,CCC,AAA,BBB,CCC,CCC,AAA,BBB
AAA,CCC,AAA,BBC,CCC,CCC,AAA,BBC
AAA,CCC,AAA,BCC,CCC,CCC,AAA,BCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCB
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CBB
AAA,CCC,AAA,CCC,CCB,CCC,AAA,BBA
AAA,CCC,AAA,CCB,CBC,CCC,AAA,BAB
AAA,CCC,AAA,CBC,BCC,CCC,AAA,ABB
AAA,CCC,AAA,BCC,CCC,CCC,AAA,BBB
AAA,CCC,AAA,CCC,CCC,CCC,AAA,BBB
AAA,CCC,AAB,CCC,CCC,CCC,AAA,BBB
AAA,CCC,ABB,CCC,CCC,CCC,AAB,BBB
AAB,CCC,BBB,CCC,CCC,CCC,ABB,BBB
ABB,CCC,BBA,CCC,CCC,CCB,BBB,BBB
BBB,CCC,BAA,CCC,CCC,CBC,BBC,BBC
BBB,CCC,AAA,CCC,CCC,BCC,BCB,BCB
BBB,CCC,AAB,CCC,CCB,CCC,CBB,CBB
BBA,CCC,ABB,CCC,CBB,CCB,BBC,BBB
BAA,CCC,BBB,CCC,BBB,CBB,BCB,BBB
AAA,CCC,BBA,CCC,BBB,BBB,CBB,BBB
AAA,CCC,BAA,CCC,BBB,BBB,BBB,BBA
AAA,CCC,AAA,CCC,BBC,BBB,BBB,BAB
AAA,CCC,AAA,CCB,BCC,BBC,BBA,ABC
AAA,CCC,AAA,CBB,CCC,BCC,BAA,BCB
AAA,CCC,AAA,BBB,CCB,CCC,AAA,CBC
AAA,CCC,AAA,BBA,CBB,CCB,AAB,BCC
AAA,CCC,AAA,BAB,BBB,CBB,ABB,CCC
AAA,CCC,AAB,ABB,BBC,BBB,BBA,CCC
AAA,CCC,ABB,BBB,BCC,BBB,BAA,CCB
AAA,CCC,BBA,BBB,CCC,BBA,AAA,CBB
AAB,CCC,BAA,BBB,CCC,BAB,AAA,BBB
ABB,CCC,AAB,BBC,CCB,ABB,AAA,BBB
BBA,CCC,ABB,BCB,CBB,BBB,AAA,BBB
BAB,CCC,BBA,CBC,BBC,BBB,AAB,BBB
ABA,CCC,BAC,BCB,BCB,BBB,ABB,BBB
BAC,CCC,ACC,CBB,CBC,BBB,BBB,BBA
ACB,CCC,CCB,BBB,BCB,BBB,BBB,BAA
