sym0,sym1,sym2,sym3,sym4,sym5,sym6
R75539,R314,R23433,R488906,R156914,R569562,R2523181
R75539,R314,R23433,R488906,R156914,R566437,R2523181
R75539,R314,R23433,R488906,R156914,R566437,R2523181
R75539,R314,R23434,R488906,R156914,R566437,R2523181
R75539,R314,R23434,R488906,R156914,R566437,R2523181
R75539,R314,R23434,R488906,R156914,R566437,R2523181
R75539,R314,R23434,R488936,R156914,R566437,R2523181
R75539,R314,R23434,R488936,R156914,R566437,R2523181
R75539,R314,R23434,R488936,R156914,R566437,R2523181
R75539,R314,R23434,R488936,R156914,R566437,R2523181
R75539,R314,R23434,R98311,R156914,R566437,R2523181
R75531,R314,R23434,R98311,R156914,R566437,R2523181
R75531,R304,R23434,R98311,R156914,R566437,R2523181
R75531,R304,R23434,R98311,R156914,R566437,R2522556
R75539,R304,R23434,R98311,R156914,R566437,R2523181
R75531,R304,R23434,R98311,R156914,R582062,R2522556
R75531,R304,R23434,R98311,R156914,R582062,R2522556
R75531,R304,R23434,R98311,R156914,R582062,R2522556
R75531,R304,R23434,R98311,R156914,R582062,R2522556
R75531,R304,R23434,R98311,R156914,R582062,R2522556
R75531,R304,R23434,R98311,R156914,R582062,R2522556
R75531,R304,R23434,R98311,R156914,R582062,R2522556
R75531,R304,R23434,R98311,R156914,R582062,R2522556
R75531,R304,R23434,R98311,R156914,R582062,R2522556
R75531,R304,R23434,R98311,R156914,R582091,R2522557
R75531,R304,R23434,R98311,R156914,R581966,R2506932
R71443,R305,R22424,R113936,R156914,R581966,R2506932
R71442,R305,R32424,R113931,R56072,R894466,R2506932
R71442,R305,R32414,R113930,R56072,R894471,R2519556
R71449,R305,R32514,R129560,R53678,R894471,R2128306
R100121,R306,R31513,R129560,R70484,R1206971,R2128306
R100121,R306,R31513,R51436,R70778,R1207591,R2125181
R100121,R306,R30513,R67086,R85184,R1207591,R2125176
R100121,R306,R30513,R67711,R85184,R1204436,R2125181
R100122,R306,R30513,R67711,R101990,R1204437,R2125831
R100122,R306,R30503,R67841,R101990,R1188812,R2125201
R100122,R306,R30503,R67841,R101997,R1579437,R2140951
R100058,R306,R30503,R64716,R101997,R1579432,R2141576
R100059,R306,R30513,R64717,R101990,R1188932,R2141451
R100059,R306,R30513,R64717,R101990,R1188933,R2141451
R100051,R306,R30523,R64717,R101990,R1188308,R2144576
R100052,R306,R30523,R64717,R85183,R1191433,R2129576
R100052,R306,R31523,R49092,R85183,R1207058,R2129576
R71380,R305,R31523,R126442,R70777,R1285183,R2129576
R71380,R305,R31523,R129567,R70777,R894557,R2129581
R71380,R305,R31533,R129562,R70778,R894557,R2129456
R71380,R305,R32534,R113937,R53971,R894557,R2523206
R71380,R305,R32534,R113937,R56365,R894557,R2523206
R71380,R305,R32534,R113937,R56365,R894557,R2523206
R71380,R305,R32534,R113937,R56414,R894562,R2523181
R71380,R305,R22434,R113937,R56414,R972687,R2523181
R71380,R305,R22434,R113937,R56414,R972687,R2523181
R71380,R305,R22434,R113937,R39607,R582062,R2523181
R71443,R305,R22434,R113936,R39607,R582062,R2523181
R75539,R305,R22434,R113936,R39607,R582062,R2523181
R75539,R305,R23434,R113936,R39608,R582062,R2522556
R75531,R305,R23434,R113936,R39608,R582062,R2522556
R75539,R305,R23434,R113936,R39608,R582062,R2522556
R75531,R305,R23434,R113936,R156914,R582062,R2522556
R75531,R305,R23434,R98311,R156914,R582062,R2522556
R75531,R305,R23434,R98311,R156914,R582062,R2522556
R75531,R305,R23434,R98311,R156914,R582062,R2522556
R75531,R305,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R488936,R156914,R582062,R2522556
R75531,R405,R23434,R488936,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R488936,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2523181
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R405,R23434,R98311,R156914,R582062,R2522556
R75531,R406,R23434,R488936,R156914,R582062,R2522556
R75475,R406,R23444,R488911,R159658,R582062,R2523181
R75475,R406,R23444,R504536,R159658,R582062,R2523181
R74971,R416,R23454,R504536,R176465,R975799,R2523181
R74971,R427,R23454,R507661,R178873,R3022674,R2538155
R74915,R427,R23464,R507036,R178873,R3022799,R2556945
R74404,R438,R22474,R428911,R195680,R3413424,R2635045
R70316,R438,R22374,R432162,R332537,R3491549,R2635151
R69740,R439,R22384,R432162,R332537,R3882174,R2635026
R69748,R449,R22384,R435287,R334596,R3882168,R2650776
R69748,R449,R22394,R435287,R351403,R5835293,R2650651
R36987,R449,R22394,R435287,R351410,R5835293,R2650776
R36923,R449,R22394,R435412,R351361,R5835317,R2650776
R36923,R459,R22394,R435412,R351361,R5832186,R2650787
R36987,R449,R22394,R435407,R351018,R5832206,R2650777
R36979,R449,R22394,R435407,R351018,R5816580,R2650777
R37044,R458,R22384,R435282,R351011,R3863450,R2635152
R37036,R457,R22384,R435907,R351011,R3863325,R2635027
R37548,R456,R22374,R435932,R331803,R3863325,R2635062
R70372,R455,R22374,R432807,R332146,R3394575,R2635067
R70372,R454,R22364,R432807,R332145,R3394575,R2619442
R70364,R454,R22354,R429682,R195288,R3394580,R2538177
R70876,R454,R22454,R429557,R195288,R3003931,R2538177
R74972,R453,R22454,R413932,R195288,R3003931,R2538176
R74972,R443,R22454,R413937,R178474,R1050806,R2522551
R74972,R443,R23444,R413937,R176073,R1050806,R2522556
R74964,R443,R23444,R410812,R176073,R1050806,R2522556
R74964,R443,R23444,R410812,R176073,R972681,R2522566
R74964,R443,R23444,R410812,R176073,R972681,R2522556
R74964,R443,R23444,R488937,R159315,R972686,R2522556
R74963,R442,R23444,R488937,R159315,R582061,R2522556
R74963,R442,R23434,R488937,R159315,R582061,R2522556
R74963,R542,R23434,R488937,R159315,R582062,R2522556
R74963,R542,R23434,R488937,R159315,R582062,R2522556
R75027,R542,R23434,R488937,R159315,R582062,R2522556
R75027,R542,R23434,R488937,R159315,R582062,R2522556
R75027,R542,R23434,R488937,R159315,R582062,R2522556
R75027,R542,R23434,R488937,R159315,R582062,R2522556
R75539,R542,R23434,R488937,R159315,R582062,R2522556
R75539,R542,R23434,R488937,R159315,R582062,R2522556
R75531,R542,R23434,R488937,R156914,R582062,R2522556
R75531,R542,R23434,R488937,R156914,R582062,R2522556
R75531,R542,R23434,R488937,R156914,R582062,R2522556
R75531,R542,R23434,R488937,R156914,R582062,R2522556
R75531,R542,R23434,R488937,R156914,R582062,R2522556
R75531,R532,R23434,R488937,R156914,R582062,R2522556
R75531,R532,R23434,R488937,R156914,R582062,R2522556
R75531,R532,R23434,R488937,R156914,R582062,R2522556
R75531,R532,R23434,R488937,R156914,R582062,R2522556
R75531,R532,R23434,R488937,R156914,R582062,R2522556
R75531,R532,R23434,R488937,R156914,R582062,R2522556
R75531,R533,R23434,R488937,R156914,R582062,R2522556
R75531,R533,R23434,R488937,R156914,R582062,R2522556
R75531,R533,R23434,R488937,R156914,R582062,R2523191
R75531,R533,R23434,R488937,R156914,R582062,R2522556
R75531,R533,R23434,R488937,R156914,R582062,R2522556
R75531,R533,R23434,R488937,R156914,R582062,R2522556
R75531,R533,R23434,R488937,R156914,R582062,R2522556
R75531,R533,R23434,R488937,R156914,R582062,R2522556
R75531,R533,R23434,R488937,R156914,R582062,R2522556
R75531,R533,R23434,R488937,R156914,R582062,R2522556
R75531,R533,R23434,R488937,R156914,R582062,R2522556
R75531,R533,R23434,R488937,R156914,R582062,R2522556
R75531,R533,R23434,R488937,R156914,R582062,R2522556
R75531,R533,R23434,R488937,R156914,R582062,R2522556
R75531,R533,R23434,R488937,R156914,R582062,R2522556
R75531,R532,R23434,R488937,R156914,R582087,R2507557
R75532,R533,R23434,R488937,R157257,R582082,R2523182
R75020,R542,R34444,R488918,R157257,R600833,R2523203
R79117,R543,R34444,R485793,R142858,R2553953,R2914478
R83222,R553,R35344,R876423,R260850,R2085203,R2914477
R83223,R553,R35353,R938923,R261200,R4053953,R2915101
R87327,R564,R36353,R938923,R378897,R4053928,R3383851
R87327,R574,R46353,R1329548,R362041,R4054553,R3305741
R91423,R574,R47354,R1329548,R479689,R6007678,R5258851
R91871,R585,R48453,R1332673,R479689,R6067027,R5649476
R95966,R585,R48454,R1723323,R596995,R6067027,R5649451
R95966,R596,R49454,R1723323,R596995,R8020152,R5649491
R95958,R596,R49554,R1801443,R714595,R8082657,R5648826
R128725,R596,R49554,R1801444,R714595,R8082657,R5648826
R128724,R596,R59554,R1801443,R714245,R8067032,R5648176
R128723,R596,R49644,R1723338,R713902,R8063911,R5570051
R128658,R596,R49644,R1723332,R713853,R8063936,R5569406
R129169,R596,R49734,R1723357,R713510,R8048311,R5569531
R125072,R596,R48734,R1723351,R713167,R8048336,R5568881
R92304,R585,R48834,R1723351,R595469,R6095217,R5565756
R92368,R585,R48824,R1332600,R595470,R6095217,R5565757
R88272,R575,R47724,R1332600,R609876,R6095217,R5175007
R88272,R574,R36734,R1254475,R492276,R6095092,R3221907
R83664,R564,R36724,R863850,R492276,R4532592,R3206282
R83656,R563,R36624,R863975,R374628,R4532592,R3206282
R83656,R563,R35624,R879600,R374628,R4532592,R2815656
R83656,R553,R35624,R879605,R374677,R4531967,R2815657
R79561,R553,R35624,R879580,R257021,R2578842,R2815657
R79561,R552,R34634,R488955,R257364,R2516342,R2815657
R79561,R642,R34534,R488956,R257364,R2516467,R2815656
R79562,R642,R34534,R488956,R257364,R2519567,R2818781
R79562,R642,R34534,R488956,R274171,R2519562,R2819406
R75466,R642,R34534,R488931,R156522,R2519562,R2897556
R75466,R642,R34534,R488931,R156865,R2519562,R2506931
R75466,R642,R33534,R488931,R156865,R566437,R2506931
R75531,R642,R23534,R488931,R156865,R566437,R2506931
R75531,R642,R23534,R488931,R156865,R566437,R2506931
R75531,R642,R23534,R488931,R156865,R566437,R2506931
R75531,R632,R23534,R488932,R156865,R566437,R2506931
R75531,R632,R23534,R488932,R156914,R566437,R2506931
R75531,R632,R23534,R488937,R156914,R566437,R2506931
R75531,R632,R23534,R488937,R156914,R566437,R2522556
R75531,R632,R23534,R488937,R156914,R566437,R2522556
R75531,R632,R23534,R488937,R156914,R566437,R2522556
R75531,R632,R23534,R488937,R156914,R566437,R2522556
R75531,R632,R23434,R488937,R156914,R566437,R2522556
R75531,R632,R23434,R488937,R156914,R566437,R2522556
R75531,R632,R23434,R488937,R156914,R566437,R2522556
R75531,R632,R23434,R488937,R156914,R566437,R2522556
R75531,R632,R23434,R488937,R156914,R566437,R2522556
R75531,R632,R23434,R488937,R156914,R582062,R2522556
R75531,R632,R23434,R488937,R156914,R582062,R2522556
R75531,R632,R23434,R488937,R156914,R582062,R2522556
R75531,R632,R23434,R488937,R156914,R582062,R2522556
R75531,R632,R23434,R488937,R156914,R582062,R2522556
R75531,R632,R23434,R488937,R156914,R582062,R2522556
R75531,R632,R23434,R488937,R156914,R582062,R2522556
R75531,R632,R23434,R488937,R156914,R582062,R2522556
R75531,R632,R23434,R488937,R156914,R582062,R2522556
R75531,R632,R23434,R488937,R156914,R582062,R2522556
R75531,R632,R23434,R488937,R156914,R582062,R2522556
R75531,R632,R23434,R488937,R156914,R582062,R2522556
R75531,R632,R23434,R488937,R156914,R582062,R2522556
R75531,R632,R23434,R488937,R156914,R582062,R2522556
R75531,R632,R23434,R488937,R156914,R582062,R2522556
R75531,R632,R23434,R488937,R156914,R582062,R2522556
R75531,R632,R23434,R410812,R156914,R582062,R2522556
R75531,R632,R23434,R410812,R156914,R582062,R2522556
R75531,R632,R23434,R410812,R156914,R582062,R2522556
R75531,R632,R23434,R410812,R156914,R582062,R2522556
R75531,R632,R23434,R488937,R156914,R582062,R2522556
R75532,R632,R23434,R488937,R156914,R582082,R2523182
R75020,R632,R23434,R488912,R157257,R600737,R2523203
R75028,R642,R33334,R485792,R157607,R2475737,R2507579
R107867,R642,R43224,R501416,R157656,R2475737,R4535083
R107419,R653,R54114,R892021,R275648,R2413362,R4613328
R140259,R653,R54014,R892020,R275648,R4366492,R4613332
R140266,R663,R64004,R892020,R393640,R4366492,R6566457
R173034,R664,R74005,R1298270,R393640,R6319466,R6566456
R173034,R674,R74005,R1298270,R511289,R6319441,R6566596
R209897,R685,R84005,R1298145,R528047,R6319441,R8519681
R209889,R686,R83004,R1704420,R645689,R8268786,R8518931
R242593,R696,R93114,R1704420,R760937,R8643761,R8441426
R242522,R696,R93214,R1704415,R777744,R8628136,R8441431
R238938,R696,R92324,R1704416,R777394,R8628136,R8444551
R239322,R696,R92434,R1707536,R777344,R8609386,R8382031
R239250,R696,R91644,R1707557,R774600,R9078136,R8303901
R239690,R686,R81744,R1316952,R773907,R9062537,R7929526
R239619,R686,R81853,R1316953,R773858,R9062537,R7854401
R202755,R685,R70944,R1238829,R655866,R7109432,R7854401
R202755,R675,R70953,R1238829,R655866,R7109433,R5901276
R169988,R774,R70944,R848204,R537923,R7109458,R5898176
R169988,R764,R60954,R848204,R537923,R5156459,R5913842
R170052,R763,R50954,R845084,R420281,R5159584,R3945076
R136773,R753,R51844,R454459,R423025,R5159584,R3945084
R136773,R752,R51744,R438834,R305376,R2815808,R3945116
R136781,R752,R41744,R438964,R305375,R2831433,R4023231
R104077,R741,R41744,R438964,R305719,R2831433,R4023869
R104077,R741,R41644,R438939,R288912,R2831433,R4023226
R104077,R741,R41644,R438938,R173671,R2831433,R4007581
R104077,R741,R32644,R423313,R173671,R2909558,R2445081
R104077,R740,R32644,R423313,R173671,R957058,R2445081
R104140,R730,R32544,R423313,R173671,R957057,R2445081
R71372,R730,R32544,R423313,R173671,R957057,R2445081
R71372,R730,R32544,R423313,R156864,R957062,R2445081
R75468,R730,R32534,R423313,R156864,R566437,R2445056
R75468,R730,R32534,R426437,R156864,R566437,R2523181
R75468,R730,R32534,R426437,R156864,R566437,R2523181
R75468,R730,R32534,R426437,R156864,R566437,R2523181
R75468,R730,R32534,R426437,R156864,R566437,R2523181
R75468,R730,R32534,R410812,R156914,R566437,R2523181
R75468,R730,R32534,R410812,R156914,R566437,R2523181
R75468,R730,R32534,R410812,R156914,R566437,R2523181
R75468,R730,R23534,R410812,R156914,R566437,R2523181
R75468,R730,R23434,R410812,R156914,R582062,R2523181
R75532,R730,R23434,R410812,R156914,R582062,R2523181
R75532,R720,R23434,R410812,R156914,R582062,R2523181
R75532,R720,R23434,R410812,R156914,R582062,R2523181
R75532,R720,R23434,R410187,R156914,R582062,R2522556
R75532,R720,R23434,R410187,R156914,R582062,R2522556
R75532,R720,R23434,R410187,R156914,R582062,R2522556
R75531,R720,R23434,R410187,R156914,R582062,R2522556
R75532,R720,R23434,R410812,R156914,R582062,R2522556
R75532,R720,R23434,R410812,R156914,R582062,R2522556
R75532,R720,R23434,R410812,R156914,R582062,R2522556
R75531,R720,R23434,R410812,R156914,R582062,R2522556
R75531,R720,R23434,R410187,R156914,R582062,R2522556
R75531,R720,R23434,R410187,R156914,R582062,R2522556
