sym0,sym1,sym2,sym3,sym4,sym5,sym6,sym7
R0,R0,R0,R0,R1,R7,R0,R3
R0,R0,R0,R3,R1,R7,R0,R3
R0,R0,R0,R0,R1,R7,R0,R3
R0,R0,R0,R0,R1,R7,R0,R3
R0,R0,R0,R0,R1,R7,R0,R3
R0,R0,R0,R0,R1,R7,R0,R3
R0,R0,R0,R1,R1,R6,R0,R3
R0,R0,R0,R1,R1,R3,R0,R3
R0,R0,R0,R1,R1,R3,R0,R3
R0,R0,R0,R1,R1,R3,R0,R4
R0,R0,R3,R1,R1,R3,R0,R4
R0,R0,R3,R1,R1,R3,R0,R4
R0,R3,R3,R1,R1,R3,R0,R4
R0,R3,R3,R1,R1,R3,R0,R4
R0,R3,R3,R1,R1,R3,R0,R4
R0,R3,R3,R1,R1,R3,R1,R4
R0,R3,R3,R1,R1,R3,R1,R4
R0,R3,R3,R1,R1,R3,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R0,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R0,R0,R1,R4
R0,R3,R3,R1,R0,R0,R1,R4
R0,R3,R3,R1,R0,R0,R1,R4
R0,R3,R3,R1,R0,R0,R1,R4
R0,R3,R3,R1,R0,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R0,R0,R1,R4
R0,R3,R3,R1,R0,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R0,R0,R1,R4
R0,R3,R3,R1,R0,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R0,R1,R4
R0,R3,R3,R1,R1,R3,R1,R4
R0,R0,R3,R1,R1,R3,R1,R4
R0,R0,R3,R4,R1,R3,R1,R4
R0,R0,R3,R4,R1,R3,R1,R4
R0,R0,R3,R4,R1,R3,R1,R4
R0,R0,R3,R4,R1,R3,R1,R4
R0,R0,R3,R4,R2,R3,R1,R4
R0,R0,R0,R4,R2,R3,R5,R4
R0,R0,R0,R4,R2,R3,R5,R4
R0,R0,R0,R4,R2,R3,R5,R4
R0,R0,R0,R4,R2,R3,R5,R4
R0,R0,R3,R4,R2,R3,R5,R4
R0,R0,R3,R4,R1,R3,R5,R4
R0,R0,R3,R4,R1,R3,R5,R4
R0,R0,R3,R4,R1,R3,R5,R4
R0,R0,R3,R1,R1,R3,R5,R4
R0,R3,R3,R1,R1,R3,R5,R4
R0,R3,R3,R1,R1,R3,R5,R4
R0,R3,R3,R1,R1,R0,R5,R4
R0,R3,R3,R1,R1,R0,R5,R4
R0,R3,R3,R1,R1,R0,R5,R4
R0,R3,R3,R1,R1,R0,R5,R4
R0,R3,R3,R1,R1,R0,R5,R4
R0,R3,R3,R1,R1,R0,R5,R4
R0,R3,R3,R1,R1,R0,R5,R4
R0,R3,R3,R1,R1,R0,R5,R4
R0,R3,R3,R1,R1,R0,R5,R4
R0,R3,R3,R1,R1,R0,R5,R4
R0,R3,R3,R1,R1,R0,R5,R4
R0,R3,R3,R1,R1,R0,R5,R4
R0,R3,R3,R1,R10,R0,R5,R4
R0,R3,R3,R1,R10,R0,R5,R4
R0,R3,R3,R1,R10,R0,R5,R4
R0,R3,R3,R1,R10,R0,R5,R4
R0,R3,R3,R1,R9,R0,R5,R4
R0,R3,R3,R1,R9,R0,R5,R4
R0,R3,R3,R1,R9,R0,R5,R4
R0,R3,R3,R1,R9,R0,R5,R4
R0,R3,R3,R1,R9,R0,R5,R4
R0,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R0,R5,R4
R9,R3,R3,R1,R9,R9,R2,R4
R12,R3,R3,R0,R9,R9,R2,R13
R12,R0,R12,R9,R12,R9,R2,R16
R12,R9,R12,R12,R12,R9,R2,R13
R12,R9,R12,R12,R12,R9,R2,R21
R12,R9,R9,R12,R15,R9,R2,R21
R15,R18,R9,R21,R15,R18,R2,R21
R15,R18,R18,R21,R15,R18,R2,R21
R15,R18,R18,R21,R15,R18,R2,R21
R15,R18,R18,R21,R15,R18,R2,R21
R15,R18,R18,R21,R15,R18,R2,R21
R15,R18,R18,R21,R15,R18,R2,R21
R16,R18,R18,R21,R15,R18,R14,R21
R16,R18,R18,R21,R15,R18,R14,R21
R17,R18,R18,R21,R15,R18,R15,R21
R17,R9,R9,R12,R15,R18,R15,R21
R14,R9,R9,R12,R12,R18,R15,R12
R14,R9,R12,R12,R12,R9,R15,R12
R13,R9,R12,R12,R12,R9,R15,R12
R13,R9,R12,R12,R12,R9,R15,R12
R13,R0,R3,R12,R12,R9,R15,R3
R10,R3,R3,R12,R12,R9,R15,R3
R10,R3,R3,R10,R9,R9,R15,R4
R9,R3,R3,R1,R9,R9,R15,R4
R9,R3,R3,R1,R9,R9,R15,R4
R9,R3,R3,R1,R9,R9,R15,R4
R9,R3,R3,R1,R9,R9,R15,R4
R9,R3,R3,R1,R9,R9,R15,R4
R9,R3,R3,R1,R9,R9,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R15,R4
R9,R3,R3,R1,R9,R0,R16,R4
R9,R3,R3,R1,R9,R0,R16,R4
R9,R3,R3,R1,R9,R0,R16,R4
R9,R3,R3,R1,R9,R0,R16,R4
R9,R3,R3,R1,R9,R0,R16,R4
R9,R3,R3,R1,R9,R0,R16,R4
R9,R3,R3,R1,R9,R0,R16,R4
R9,R3,R3,R1,R9,R0,R16,R4
R9,R3,R3,R1,R9,R0,R16,R4
R9,R3,R3,R1,R9,R0,R16,R4
R9,R3,R3,R1,R9,R0,R16,R4
R9,R0,R3,R4,R9,R0,R16,R4
R9,R0,R3,R4,R9,R0,R16,R1
R9,R0,R3,R4,R9,R0,R16,R1
R9,R0,R0,R4,R9,R0,R16,R11
R9,R0,R0,R5,R9,R0,R16,R11
R9,R0,R0,R5,R9,R0,R16,R11
R9,R0,R0,R8,R10,R0,R16,R11
R9,R0,R0,R8,R10,R0,R16,R11
R9,R0,R0,R8,R10,R0,R16,R11
R9,R0,R0,R8,R9,R0,R16,R20
R9,R0,R0,R8,R9,R0,R16,R20
R9,R0,R0,R8,R10,R0,R16,R20
R9,R0,R0,R8,R9,R0,R16,R20
R9,R0,R0,R8,R10,R0,R16,R20
R9,R0,R0,R8,R10,R0,R16,R20
R9,R0,R0,R8,R10,R0,R16,R20
R9,R0,R0,R8,R10,R0,R16,R20
R9,R0,R0,R8,R10,R0,R16,R11
R9,R0,R0,R8,R10,R0,R16,R11
R9,R0,R0,R7,R10,R0,R16,R10
R9,R0,R3,R7,R10,R0,R16,R10
R9,R0,R3,R4,R10,R0,R16,R10
R9,R0,R3,R4,R10,R0,R16,R13
R9,R0,R3,R4,R9,R0,R16,R4
R9,R0,R3,R4,R9,R0,R16,R4
R9,R0,R3,R4,R9,R0,R16,R4
R9,R3,R3,R4,R9,R0,R16,R4
R9,R3,R3,R4,R9,R0,R16,R4
R9,R3,R3,R4,R9,R0,R16,R4
R9,R3,R3,R1,R9,R0,R16,R4
R9,R3,R3,R1,R9,R0,R16,R4
R9,R3,R3,R1,R9,R0,R25,R4
R9,R3,R3,R1,R9,R0,R25,R4
R9,R3,R3,R1,R18,R0,R25,R4
R9,R3,R3,R1,R18,R0,R25,R4
R9,R3,R3,R1,R18,R0,R25,R4
R9,R3,R3,R1,R18,R0,R25,R4
R9,R3,R3,R1,R18,R0,R25,R4
R9,R3,R3,R1,R18,R0,R25,R4
R9,R3,R3,R1,R18,R0,R25,R4
R9,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R3,R1,R18,R0,R25,R4
R18,R3,R4,R1,R18,R0,R25,R4
R18,R3,R4,R1,R18,R9,R25,R4
R18,R3,R7,R1,R18,R9,R25,R8
R21,R6,R7,R11,R21,R9,R25,R8
R21,R6,R16,R11,R21,R12,R25,R8
R21,R6,R16,R11,R21,R12,R25,R8
R21,R6,R16,R11,R21,R12,R25,R8
R21,R6,R16,R20,R24,R12,R25,R8
R21,R6,R16,R20,R24,R21,R25,R8
R24,R15,R16,R20,R24,R21,R22,R8
R24,R15,R25,R20,R24,R21,R22,R8
R24,R15,R25,R20,R24,R21,R22,R17
R24,R15,R25,R20,R24,R21,R22,R17
R24,R24,R25,R20,R24,R21,R22,R26
R24,R24,R24,R19,R24,R21,R22,R26
R24,R24,R24,R19,R24,R21,R22,R25
R24,R21,R21,R19,R24,R21,R22,R25
R24,R21,R21,R21,R24,R21,R22,R25
R24,R21,R21,R21,R24,R21,R22,R25
R24,R21,R21,R21,R24,R21,R22,R21
R24,R21,R21,R21,R24,R21,R22,R21
R24,R18,R21,R21,R24,R21,R22,R21
R24,R18,R21,R21,R24,R21,R22,R21
R24,R18,R21,R21,R24,R21,R19,R21
R24,R18,R18,R21,R24,R18,R19,R21
R21,R18,R18,R21,R25,R19,R19,R21
R24,R9,R19,R21,R25,R10,R19,R22
R21,R10,R10,R22,R25,R10,R19,R22
R21,R13,R10,R22,R25,R11,R19,R13
R21,R13,R10,R19,R26,R11,R18,R13
R21,R5,R11,R19,R26,R2,R18,R13
R21,R5,R11,R20,R26,R2,R18,R14
R21,R5,R11,R20,R26,R2,R18,R14
R21,R5,R11,R20,R26,R2,R18,R14
R21,R5,R11,R20,R26,R2,R18,R5
R21,R5,R11,R20,R26,R2,R18,R5
R21,R5,R11,R20,R26,R2,R18,R5
R21,R5,R11,R20,R26,R2,R18,R5
R18,R5,R2,R20,R26,R2,R18,R5
R18,R5,R2,R20,R26,R2,R18,R5
R18,R5,R2,R20,R23,R2,R18,R5
R18,R4,R2,R11,R23,R1,R18,R4
R18,R4,R2,R11,R23,R1,R18,R4
R18,R4,R4,R10,R22,R1,R18,R4
R18,R4,R4,R10,R19,R1,R18,R4
R18,R4,R4,R10,R19,R1,R18,R4
R18,R3,R4,R10,R19,R0,R18,R4
R18,R3,R4,R10,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R18,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
R18,R3,R4,R1,R19,R0,R19,R4
