var,cluster
HundredGigE0/0/0/18packets-sent_leaf1,0
HundredGigE0/0/0/19bytes-received_leaf1,0
HundredGigE0/0/0/19bytes-sent_leaf1,0
HundredGigE0/0/0/19packets-received_leaf1,0
HundredGigE0/0/0/19packets-sent_leaf1,0
HundredGigE0/0/0/2bytes-received_leaf1,6
HundredGigE0/0/0/2bytes-sent_leaf1,6
HundredGigE0/0/0/2packets-received_leaf1,6
HundredGigE0/0/0/2packets-sent_leaf1,6
HundredGigE0/0/0/30bytes-received_leaf1,0
HundredGigE0/0/0/30bytes-sent_leaf1,0
HundredGigE0/0/0/30output-drops_leaf1,6
HundredGigE0/0/0/30packets-received_leaf1,0
HundredGigE0/0/0/30packets-sent_leaf1,0
HundredGigE0/0/0/31bytes-received_leaf1,2
HundredGigE0/0/0/31bytes-sent_leaf1,6
HundredGigE0/0/0/31packets-received_leaf1,2
HundredGigE0/0/0/31packets-sent_leaf1,6
HundredGigE0/0/0/4bytes-received_leaf1,0
HundredGigE0/0/0/4bytes-sent_leaf1,0
HundredGigE0/0/0/4packets-received_leaf1,0
HundredGigE0/0/0/4packets-sent_leaf1,0
HundredGigE0/0/0/5bytes-received_leaf1,0
HundredGigE0/0/0/5bytes-sent_leaf1,0
HundredGigE0/0/0/5packets-received_leaf1,0
HundredGigE0/0/0/5packets-sent_leaf1,0
HundredGigE0/0/0/6bytes-received_leaf1,0
HundredGigE0/0/0/6bytes-sent_leaf1,0
HundredGigE0/0/0/6packets-received_leaf1,0
HundredGigE0/0/0/6packets-sent_leaf1,0
HundredGigE0/0/0/7bytes-received_leaf1,0
HundredGigE0/0/0/7bytes-sent_leaf1,0
HundredGigE0/0/0/7packets-received_leaf1,0
HundredGigE0/0/0/7packets-sent_leaf1,0
HundredGigE0/0/0/8bytes-received_leaf1,0
HundredGigE0/0/0/8bytes-sent_leaf1,0
HundredGigE0/0/0/8packets-received_leaf1,0
HundredGigE0/0/0/8packets-sent_leaf1,0
HundredGigE0/0/0/9bytes-received_leaf1,0
HundredGigE0/0/0/9bytes-sent_leaf1,0
HundredGigE0/0/0/9packets-received_leaf1,0
HundredGigE0/0/0/9packets-sent_leaf1,0
active-routes-count_leaf1,5
backup-routes-count_leaf1,5
deleted-routes-count_leaf1,3
paths-count_leaf1,5
protocol-route-memory_leaf1,5
global__established-neighbors-count-total_leaf1,5
performance-statistics__global__configuration-items-processed_leaf1,6
performance-statistics__vrf__inbound-update-messages_leaf1,6
vrf__network-count_leaf1,7
vrf__path-count_leaf1,1
vrf__update-messages-received_leaf1,6
HundredGigE0/0/0/0input-data-rate_leaf2,3
HundredGigE0/0/0/0input-load_leaf2,3
HundredGigE0/0/0/0input-packet-rate_leaf2,3
HundredGigE0/0/0/0output-data-rate_leaf2,8
HundredGigE0/0/0/0output-load_leaf2,7
HundredGigE0/0/0/0output-packet-rate_leaf2,8
HundredGigE0/0/0/1input-data-rate_leaf2,2
HundredGigE0/0/0/1input-load_leaf2,8
HundredGigE0/0/0/1input-packet-rate_leaf2,2
HundredGigE0/0/0/1output-data-rate_leaf2,2
HundredGigE0/0/0/1output-load_leaf2,8
HundredGigE0/0/0/1output-packet-rate_leaf2,2
HundredGigE0/0/0/10input-data-rate_leaf2,7
HundredGigE0/0/0/10input-load_leaf2,7
HundredGigE0/0/0/10input-packet-rate_leaf2,7
HundredGigE0/0/0/10output-data-rate_leaf2,2
HundredGigE0/0/0/10output-load_leaf2,1
HundredGigE0/0/0/10output-packet-rate_leaf2,2
HundredGigE0/0/0/11input-data-rate_leaf2,2
HundredGigE0/0/0/11input-load_leaf2,7
HundredGigE0/0/0/11input-packet-rate_leaf2,2
HundredGigE0/0/0/11output-data-rate_leaf2,1
HundredGigE0/0/0/11output-load_leaf2,1
HundredGigE0/0/0/11output-packet-rate_leaf2,1
HundredGigE0/0/0/12input-data-rate_leaf2,1
HundredGigE0/0/0/12input-load_leaf2,7
HundredGigE0/0/0/12input-packet-rate_leaf2,1
HundredGigE0/0/0/12output-data-rate_leaf2,3
HundredGigE0/0/0/12output-load_leaf2,8
HundredGigE0/0/0/12output-packet-rate_leaf2,3
HundredGigE0/0/0/13input-data-rate_leaf2,2
HundredGigE0/0/0/13input-load_leaf2,2
HundredGigE0/0/0/13input-packet-rate_leaf2,2
HundredGigE0/0/0/13output-data-rate_leaf2,1
HundredGigE0/0/0/13output-load_leaf2,7
HundredGigE0/0/0/13output-packet-rate_leaf2,1
HundredGigE0/0/0/14input-data-rate_leaf2,1
HundredGigE0/0/0/14input-load_leaf2,1
HundredGigE0/0/0/14input-packet-rate_leaf2,1
HundredGigE0/0/0/14output-data-rate_leaf2,2
HundredGigE0/0/0/14output-load_leaf2,1
HundredGigE0/0/0/14output-packet-rate_leaf2,2
HundredGigE0/0/0/15input-data-rate_leaf2,1
HundredGigE0/0/0/15input-load_leaf2,7
HundredGigE0/0/0/15input-packet-rate_leaf2,1
HundredGigE0/0/0/15output-data-rate_leaf2,5
HundredGigE0/0/0/15output-load_leaf2,5
HundredGigE0/0/0/15output-packet-rate_leaf2,5
HundredGigE0/0/0/16input-data-rate_leaf2,2
HundredGigE0/0/0/16input-load_leaf2,3
HundredGigE0/0/0/16input-packet-rate_leaf2,2
HundredGigE0/0/0/16output-data-rate_leaf2,8
HundredGigE0/0/0/16output-load_leaf2,3
HundredGigE0/0/0/16output-packet-rate_leaf2,8
HundredGigE0/0/0/17input-data-rate_leaf2,2
HundredGigE0/0/0/17input-load_leaf2,3
HundredGigE0/0/0/17input-packet-rate_leaf2,2
HundredGigE0/0/0/17output-data-rate_leaf2,1
HundredGigE0/0/0/17output-load_leaf2,1
HundredGigE0/0/0/17output-packet-rate_leaf2,1
HundredGigE0/0/0/18input-data-rate_leaf2,1
HundredGigE0/0/0/18input-load_leaf2,4
HundredGigE0/0/0/18input-packet-rate_leaf2,1
HundredGigE0/0/0/18output-data-rate_leaf2,2
HundredGigE0/0/0/18output-load_leaf2,1
HundredGigE0/0/0/18output-packet-rate_leaf2,2
HundredGigE0/0/0/19input-data-rate_leaf2,1
HundredGigE0/0/0/19input-load_leaf2,7
HundredGigE0/0/0/19input-packet-rate_leaf2,1
HundredGigE0/0/0/19output-data-rate_leaf2,1
HundredGigE0/0/0/19output-load_leaf2,7
HundredGigE0/0/0/19output-packet-rate_leaf2,1
HundredGigE0/0/0/30input-data-rate_leaf2,7
HundredGigE0/0/0/30input-load_leaf2,3
HundredGigE0/0/0/30input-packet-rate_leaf2,7
HundredGigE0/0/0/30output-data-rate_leaf2,8
HundredGigE0/0/0/30output-load_leaf2,7
HundredGigE0/0/0/30output-packet-rate_leaf2,8
HundredGigE0/0/0/4input-data-rate_leaf2,2
HundredGigE0/0/0/4input-load_leaf2,7
HundredGigE0/0/0/4input-packet-rate_leaf2,2
HundredGigE0/0/0/4output-data-rate_leaf2,8
HundredGigE0/0/0/4output-load_leaf2,7
HundredGigE0/0/0/4output-packet-rate_leaf2,8
HundredGigE0/0/0/5input-data-rate_leaf2,1
HundredGigE0/0/0/5input-load_leaf2,1
HundredGigE0/0/0/5input-packet-rate_leaf2,1
HundredGigE0/0/0/5output-data-rate_leaf2,2
HundredGigE0/0/0/5output-load_leaf2,3
HundredGigE0/0/0/5output-packet-rate_leaf2,2
HundredGigE0/0/0/6input-data-rate_leaf2,3
HundredGigE0/0/0/6input-load_leaf2,1
HundredGigE0/0/0/6input-packet-rate_leaf2,3
HundredGigE0/0/0/6output-data-rate_leaf2,2
HundredGigE0/0/0/6output-load_leaf2,7
HundredGigE0/0/0/6output-packet-rate_leaf2,2
HundredGigE0/0/0/7input-data-rate_leaf2,2
HundredGigE0/0/0/7input-load_leaf2,8
HundredGigE0/0/0/7input-packet-rate_leaf2,2
HundredGigE0/0/0/7output-data-rate_leaf2,1
HundredGigE0/0/0/7output-load_leaf2,3
HundredGigE0/0/0/7output-packet-rate_leaf2,7
HundredGigE0/0/0/8input-data-rate_leaf2,1
HundredGigE0/0/0/8input-load_leaf2,3
HundredGigE0/0/0/8input-packet-rate_leaf2,1
HundredGigE0/0/0/8output-data-rate_leaf2,1
HundredGigE0/0/0/8output-load_leaf2,8
HundredGigE0/0/0/8output-packet-rate_leaf2,1
HundredGigE0/0/0/9input-data-rate_leaf2,2
HundredGigE0/0/0/9input-load_leaf2,7
HundredGigE0/0/0/9input-packet-rate_leaf2,2
HundredGigE0/0/0/9output-data-rate_leaf2,8
HundredGigE0/0/0/9output-load_leaf2,7
HundredGigE0/0/0/9output-packet-rate_leaf2,8
HundredGigE0/0/0/0bytes-received_leaf2,6
HundredGigE0/0/0/0bytes-sent_leaf2,6
HundredGigE0/0/0/0output-drops_leaf2,6
HundredGigE0/0/0/0packets-received_leaf2,6
HundredGigE0/0/0/0packets-sent_leaf2,6
HundredGigE0/0/0/1bytes-received_leaf2,6
HundredGigE0/0/0/1bytes-sent_leaf2,6
HundredGigE0/0/0/1packets-received_leaf2,6
HundredGigE0/0/0/1packets-sent_leaf2,6
HundredGigE0/0/0/10bytes-received_leaf2,6
HundredGigE0/0/0/10bytes-sent_leaf2,6
HundredGigE0/0/0/10packets-received_leaf2,6
HundredGigE0/0/0/10packets-sent_leaf2,6
HundredGigE0/0/0/11bytes-received_leaf2,6
HundredGigE0/0/0/11bytes-sent_leaf2,6
HundredGigE0/0/0/11packets-received_leaf2,6
HundredGigE0/0/0/11packets-sent_leaf2,6
HundredGigE0/0/0/12bytes-received_leaf2,6
HundredGigE0/0/0/12bytes-sent_leaf2,6
HundredGigE0/0/0/12packets-received_leaf2,6
HundredGigE0/0/0/12packets-sent_leaf2,6
HundredGigE0/0/0/13bytes-received_leaf2,6
HundredGigE0/0/0/13bytes-sent_leaf2,6
HundredGigE0/0/0/13packets-received_leaf2,6
HundredGigE0/0/0/13packets-sent_leaf2,6
HundredGigE0/0/0/14bytes-received_leaf2,6
HundredGigE0/0/0/14bytes-sent_leaf2,6
HundredGigE0/0/0/14packets-received_leaf2,6
HundredGigE0/0/0/14packets-sent_leaf2,6
HundredGigE0/0/0/15bytes-received_leaf2,6
HundredGigE0/0/0/15bytes-sent_leaf2,6
HundredGigE0/0/0/15packets-received_leaf2,6
HundredGigE0/0/0/15packets-sent_leaf2,6
HundredGigE0/0/0/16bytes-received_leaf2,6
HundredGigE0/0/0/16bytes-sent_leaf2,6
HundredGigE0/0/0/16packets-received_leaf2,6
HundredGigE0/0/0/16packets-sent_leaf2,6
HundredGigE0/0/0/17bytes-received_leaf2,6
HundredGigE0/0/0/17bytes-sent_leaf2,6
HundredGigE0/0/0/17packets-received_leaf2,6
HundredGigE0/0/0/17packets-sent_leaf2,6
HundredGigE0/0/0/18bytes-received_leaf2,6
HundredGigE0/0/0/18bytes-sent_leaf2,6
HundredGigE0/0/0/18packets-received_leaf2,6
HundredGigE0/0/0/18packets-sent_leaf2,6
HundredGigE0/0/0/19bytes-received_leaf2,6
HundredGigE0/0/0/19bytes-sent_leaf2,6
HundredGigE0/0/0/19packets-received_leaf2,6
HundredGigE0/0/0/19packets-sent_leaf2,6
HundredGigE0/0/0/2bytes-received_leaf2,6
HundredGigE0/0/0/2bytes-sent_leaf2,6
HundredGigE0/0/0/2packets-received_leaf2,6
HundredGigE0/0/0/2packets-sent_leaf2,6
HundredGigE0/0/0/3bytes-received_leaf2,6
HundredGigE0/0/0/3bytes-sent_leaf2,6
HundredGigE0/0/0/3packets-received_leaf2,6
HundredGigE0/0/0/3packets-sent_leaf2,6
HundredGigE0/0/0/30bytes-received_leaf2,6
HundredGigE0/0/0/30bytes-sent_leaf2,6
HundredGigE0/0/0/30output-drops_leaf2,6
HundredGigE0/0/0/30packets-received_leaf2,6
HundredGigE0/0/0/30packets-sent_leaf2,6
HundredGigE0/0/0/31bytes-received_leaf2,6
HundredGigE0/0/0/31bytes-sent_leaf2,6
HundredGigE0/0/0/31packets-received_leaf2,6
HundredGigE0/0/0/31packets-sent_leaf2,6
HundredGigE0/0/0/4bytes-received_leaf2,6
HundredGigE0/0/0/4bytes-sent_leaf2,6
HundredGigE0/0/0/4packets-received_leaf2,6
HundredGigE0/0/0/4packets-sent_leaf2,6
HundredGigE0/0/0/5bytes-received_leaf2,6
HundredGigE0/0/0/5bytes-sent_leaf2,6
HundredGigE0/0/0/5packets-received_leaf2,6
HundredGigE0/0/0/5packets-sent_leaf2,6
HundredGigE0/0/0/6bytes-received_leaf2,6
HundredGigE0/0/0/6bytes-sent_leaf2,6
HundredGigE0/0/0/6packets-received_leaf2,6
HundredGigE0/0/0/6packets-sent_leaf2,6
HundredGigE0/0/0/7bytes-received_leaf2,6
HundredGigE0/0/0/7bytes-sent_leaf2,6
HundredGigE0/0/0/7packets-received_leaf2,6
HundredGigE0/0/0/7packets-sent_leaf2,6
HundredGigE0/0/0/8bytes-received_leaf2,6
HundredGigE0/0/0/8bytes-sent_leaf2,6
HundredGigE0/0/0/8packets-received_leaf2,6
HundredGigE0/0/0/8packets-sent_leaf2,6
HundredGigE0/0/0/9bytes-received_leaf2,6
HundredGigE0/0/0/9bytes-sent_leaf2,6
HundredGigE0/0/0/9packets-received_leaf2,6
HundredGigE0/0/0/9packets-sent_leaf2,6
active-routes-count_leaf2,7
backup-routes-count_leaf2,7
deleted-routes-count_leaf2,6
paths-count_leaf2,3
protocol-route-memory_leaf2,3
global__established-neighbors-count-total_leaf2,7
performance-statistics__global__configuration-items-processed_leaf2,6
performance-statistics__vrf__inbound-update-messages_leaf2,6
vrf__network-count_leaf2,7
vrf__path-count_leaf2,7
vrf__update-messages-received_leaf2,6
HundredGigE0/0/0/0input-data-rate_leaf3,2
HundredGigE0/0/0/0input-load_leaf3,7
HundredGigE0/0/0/0input-packet-rate_leaf3,2
HundredGigE0/0/0/0output-data-rate_leaf3,1
HundredGigE0/0/0/0output-load_leaf3,2
HundredGigE0/0/0/0output-packet-rate_leaf3,1
HundredGigE0/0/0/1input-data-rate_leaf3,2
HundredGigE0/0/0/1input-load_leaf3,8
HundredGigE0/0/0/1input-packet-rate_leaf3,2
HundredGigE0/0/0/1output-data-rate_leaf3,2
HundredGigE0/0/0/1output-load_leaf3,2
HundredGigE0/0/0/1output-packet-rate_leaf3,2
HundredGigE0/0/0/10input-data-rate_leaf3,1
HundredGigE0/0/0/10input-load_leaf3,7
HundredGigE0/0/0/10input-packet-rate_leaf3,1
HundredGigE0/0/0/10output-data-rate_leaf3,4
HundredGigE0/0/0/10output-packet-rate_leaf3,3
HundredGigE0/0/0/11input-data-rate_leaf3,2
HundredGigE0/0/0/11input-load_leaf3,3
HundredGigE0/0/0/11input-packet-rate_leaf3,2
HundredGigE0/0/0/11output-data-rate_leaf3,0
HundredGigE0/0/0/11output-packet-rate_leaf3,0
HundredGigE0/0/0/12input-data-rate_leaf3,1
HundredGigE0/0/0/12input-load_leaf3,6
HundredGigE0/0/0/12input-packet-rate_leaf3,1
HundredGigE0/0/0/12output-data-rate_leaf3,0
HundredGigE0/0/0/12output-load_leaf3,0
HundredGigE0/0/0/12output-packet-rate_leaf3,0
HundredGigE0/0/0/13input-data-rate_leaf3,1
HundredGigE0/0/0/13input-load_leaf3,6
HundredGigE0/0/0/13input-packet-rate_leaf3,1
HundredGigE0/0/0/13output-data-rate_leaf3,0
HundredGigE0/0/0/13output-load_leaf3,0
HundredGigE0/0/0/13output-packet-rate_leaf3,0
HundredGigE0/0/0/14input-data-rate_leaf3,2
HundredGigE0/0/0/14input-load_leaf3,2
HundredGigE0/0/0/14input-packet-rate_leaf3,2
HundredGigE0/0/0/14output-data-rate_leaf3,0
HundredGigE0/0/0/14output-packet-rate_leaf3,0
HundredGigE0/0/0/15input-data-rate_leaf3,1
HundredGigE0/0/0/15input-load_leaf3,2
HundredGigE0/0/0/15input-packet-rate_leaf3,5
HundredGigE0/0/0/15output-data-rate_leaf3,0
HundredGigE0/0/0/15output-packet-rate_leaf3,0
HundredGigE0/0/0/16input-data-rate_leaf3,2
HundredGigE0/0/0/16input-load_leaf3,2
HundredGigE0/0/0/16input-packet-rate_leaf3,2
HundredGigE0/0/0/16output-data-rate_leaf3,4
HundredGigE0/0/0/16output-load_leaf3,4
HundredGigE0/0/0/16output-packet-rate_leaf3,4
HundredGigE0/0/0/17input-data-rate_leaf3,8
HundredGigE0/0/0/17input-load_leaf3,3
HundredGigE0/0/0/17input-packet-rate_leaf3,2
HundredGigE0/0/0/17output-data-rate_leaf3,4
HundredGigE0/0/0/17output-load_leaf3,4
HundredGigE0/0/0/17output-packet-rate_leaf3,4
HundredGigE0/0/0/18input-data-rate_leaf3,2
HundredGigE0/0/0/18input-load_leaf3,1
HundredGigE0/0/0/18input-packet-rate_leaf3,2
HundredGigE0/0/0/18output-data-rate_leaf3,0
HundredGigE0/0/0/18output-packet-rate_leaf3,0
HundredGigE0/0/0/19input-data-rate_leaf3,1
HundredGigE0/0/0/19input-load_leaf3,3
HundredGigE0/0/0/19input-packet-rate_leaf3,1
HundredGigE0/0/0/19output-data-rate_leaf3,0
HundredGigE0/0/0/19output-packet-rate_leaf3,0
HundredGigE0/0/0/30input-data-rate_leaf3,1
HundredGigE0/0/0/30input-load_leaf3,3
HundredGigE0/0/0/30input-packet-rate_leaf3,1
HundredGigE0/0/0/30output-data-rate_leaf3,2
HundredGigE0/0/0/30output-load_leaf3,2
HundredGigE0/0/0/30output-packet-rate_leaf3,2
HundredGigE0/0/0/4input-data-rate_leaf3,2
HundredGigE0/0/0/4input-load_leaf3,8
HundredGigE0/0/0/4input-packet-rate_leaf3,2
HundredGigE0/0/0/4output-data-rate_leaf3,2
HundredGigE0/0/0/4output-load_leaf3,3
HundredGigE0/0/0/4output-packet-rate_leaf3,2
HundredGigE0/0/0/5input-data-rate_leaf3,1
HundredGigE0/0/0/5input-load_leaf3,1
HundredGigE0/0/0/5input-packet-rate_leaf3,1
HundredGigE0/0/0/5output-data-rate_leaf3,1
HundredGigE0/0/0/5output-load_leaf3,8
HundredGigE0/0/0/5output-packet-rate_leaf3,1
HundredGigE0/0/0/6input-data-rate_leaf3,2
HundredGigE0/0/0/6input-load_leaf3,2
HundredGigE0/0/0/6input-packet-rate_leaf3,2
HundredGigE0/0/0/6output-data-rate_leaf3,0
HundredGigE0/0/0/6output-packet-rate_leaf3,0
HundredGigE0/0/0/7input-data-rate_leaf3,1
HundredGigE0/0/0/7input-load_leaf3,7
HundredGigE0/0/0/7input-packet-rate_leaf3,1
HundredGigE0/0/0/7output-data-rate_leaf3,0
HundredGigE0/0/0/7output-packet-rate_leaf3,0
HundredGigE0/0/0/8input-data-rate_leaf3,1
HundredGigE0/0/0/8input-load_leaf3,7
HundredGigE0/0/0/8input-packet-rate_leaf3,1
HundredGigE0/0/0/8output-data-rate_leaf3,3
HundredGigE0/0/0/8output-load_leaf3,3
HundredGigE0/0/0/8output-packet-rate_leaf3,3
HundredGigE0/0/0/9input-data-rate_leaf3,1
HundredGigE0/0/0/9input-load_leaf3,2
HundredGigE0/0/0/9input-packet-rate_leaf3,1
HundredGigE0/0/0/9output-data-rate_leaf3,3
HundredGigE0/0/0/9output-load_leaf3,3
HundredGigE0/0/0/9output-packet-rate_leaf3,3
HundredGigE0/0/0/0bytes-received_leaf3,4
HundredGigE0/0/0/0bytes-sent_leaf3,4
HundredGigE0/0/0/0output-drops_leaf3,6
HundredGigE0/0/0/0packets-received_leaf3,4
HundredGigE0/0/0/0packets-sent_leaf3,4
HundredGigE0/0/0/1bytes-received_leaf3,4
HundredGigE0/0/0/1bytes-sent_leaf3,4
HundredGigE0/0/0/1output-drops_leaf3,6
HundredGigE0/0/0/1packets-received_leaf3,4
